Year,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,GeoLocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,BreakOutID,BreakOutCategoryID,Data_Value_Category,Data_Value_Category_ID
2011,NE,Nebraska,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(41.641040988001, -99.365720623)",SYNOP,PROG,PROG4_3,,31,BO19,BOC3,No,CAT10002
2017,HI,Hawaii,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program,Type of health agency,"(21.304850435, -157.857749403)",SYNOP,LEAD,LEAD1_7,,15,BO7,BOC2,1-4,CAT5
2013,MA,Massachusetts,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(42.27687047, -72.082690675)",SYNOP,PROG,PROG4_4,,25,BO15,BOC4,Yes,CAT10001
2021,OR,Oregon,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(44.56744942400047, -120.15503132599969)",SYNOP,LEAD,LEAD1_6,,41,,,Yes,CAT10001
2015,MA,Massachusetts,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,,88888,NR,Not Reported,,,,Total,Type of health agency,"(42.27687047, -72.082690675)",SYNOP,LEAD,LEAD1_7,,25,BO6,BOC2,Not Reported,CAT88888
2020,KS,Kansas,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(38.34774030000045, -98.20078122699965)",SYNOP,PROG,PROG4_2,,20,,,Yes,CAT10001
2018,OH,Ohio,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,,88888,NR,Not Reported,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(40.060210141, -82.404260056)",SYNOP,PROG,PROG4_4,,39,BO15,BOC4,Not Reported,CAT88888
2016,WY,Wyoming,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,No,10002,,,,,,,,"(43.235541343, -108.109830353)",SYNOP,LEAD,LEAD1_6,,56,,,No,CAT10002
2014,WY,Wyoming,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(43.235541343, -108.109830353)",SYNOP,PROG,PROG4_2,,56,,,No,CAT10002
2017,NY,New York,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,No,10002,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(42.827001032, -75.543970427)",SYNOP,PROG,PROG4_4,,36,BO14,BOC4,No,CAT10002
2021,HI,Hawaii,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(21.304850435000446, -157.85774940299973)",SYNOP,LEAD,LEAD1_3,,15,,,Civil Service,CAT10005
2014,KY,Kentucky,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(37.645970271, -84.774971048)",SYNOP,LEAD,LEAD1_4,,21,BO2,BOC1,No,CAT10002
2011,MS,Mississippi,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(32.745510099, -89.538030825)",SYNOP,PROG,PROG4_1,,28,BO13,BOC3,Yes,CAT10001
2019,KY,Kentucky,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(37.645970271000465, -84.77497104799966)",SYNOP,PROG,PROG4_4,,21,BO14,BOC4,Yes,CAT10001
2016,SC,South Carolina,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,1,1,,,,,,,,"(33.998821303, -81.045371207)",SYNOP,LEAD,LEAD1_2,,45,,,1-4,CAT5
2021,DC,District of Columbia,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,3,3,,,,,,Total,Type of Supervision,"(38.89037138500049, -77.03196112699965)",SYNOP,STAFF,STAFF2_1,,11,BO16,BOC5,>1 to <5,CAT6
2019,AZ,Arizona,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(34.865970280000454, -111.76381127699972)",SYNOP,PROG,PROG4_3,,04,BO19,BOC3,Yes,CAT10001
2013,NY,New York,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,99999,NA,Question not asked,,,,Public health degree,Requirement,"(42.827001032, -75.543970427)",SYNOP,LEAD,LEAD1_5,,36,BO4,BOC1,Not Asked,CAT99999
2018,DC,District of Columbia,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(38.890371385, -77.031961127)",SYNOP,PROG,PROG4_3,,11,BO19,BOC3,No,CAT10002
2017,CA,California,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,3,3,,,,,,With a dental program directed by a dental professional,Type of health agency,"(37.638640123, -120.999999538)",SYNOP,LEAD,LEAD1_7,,06,BO8,BOC2,1-4,CAT5
2015,IL,Illinois,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(40.485010283, -88.997710178)",SYNOP,STAFF,STAFF2_1,,17,BO17,BOC5,>1 to <5,CAT6
2020,SC,South Carolina,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(33.998821303000454, -81.04537120699968)",SYNOP,LEAD,LEAD1_4,,45,BO2,BOC1,No,CAT10002
2011,AK,Alaska,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(64.845079957001, -147.722059036)",SYNOP,LEAD,LEAD1_5,,02,BO3,BOC1,Yes,CAT10001
2014,CT,Connecticut,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(41.56266102, -72.649840952)",SYNOP,PROG,PROG4_2,,09,,,Yes,CAT10001
2015,NY,New York,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(42.827001032, -75.543970427)",SYNOP,LEAD,LEAD1_1,,36,,,Yes,CAT10001
2018,WV,West Virginia,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(38.665510202, -80.712640135)",SYNOP,PROG,PROG4_2,,54,,,Yes,CAT10001
2019,MA,Massachusetts,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(42.27687047000046, -72.08269067499964)",SYNOP,PROG,PROG4_1,,25,BO10,BOC3,Yes,CAT10001
2014,UT,Utah,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,No,10002,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(39.360700171, -111.587130635)",SYNOP,PROG,PROG4_4,,49,BO15,BOC4,No,CAT10002
2016,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_5,,44,BO3,BOC1,Yes,CAT10001
2013,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(43.655950113, -71.50036092)",SYNOP,LEAD,LEAD1_4,,33,BO2,BOC1,No,CAT10002
2012,NJ,New Jersey,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,,99999,NA,Question not asked,,,,,,"(40.130570048, -74.273691288)",SYNOP,LEAD,LEAD1_6,,34,,,Not Asked,CAT99999
2018,OR,Oregon,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(44.567449424, -120.155031326)",SYNOP,LEAD,LEAD1_4,,41,BO2,BOC1,Yes,CAT10001
2012,MO,Missouri,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,6,6,,,,,,Total,Type of Supervision,"(38.635790776, -92.566300053)",SYNOP,STAFF,STAFF2_1,,29,BO16,BOC5,>=5 to <10,CAT8
2018,MA,Massachusetts,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(42.27687047, -72.082690675)",SYNOP,PROG,PROG4_1,,25,BO10,BOC3,Yes,CAT10001
2012,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_5,,47,BO3,BOC1,Yes,CAT10001
2016,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(34.86597028, -111.763811277)",SYNOP,LEAD,LEAD1_7,,04,BO9,BOC2,1-4,CAT5
2020,VA,Virginia,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(37.54268067400045, -78.45789046299967)",SYNOP,LEAD,LEAD1_1,,51,,,Yes,CAT10001
2012,WI,Wisconsin,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(44.393191174, -89.816370742)",SYNOP,PROG,PROG4_3,,55,BO20,BOC3,Not Asked,CAT99999
2018,MT,Montana,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1,1,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(47.066528972, -109.424420645)",SYNOP,STAFF,STAFF2_1,,30,BO18,BOC5,1,CAT4
2018,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,With a dental program directed by a dental professional,Type of health agency,"(34.86597028, -111.763811277)",SYNOP,LEAD,LEAD1_7,,04,BO8,BOC2,1-4,CAT5
2022,TX,Texas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(31.827240407000488, -99.42677020599967)",SYNOP,PROG,PROG4_1,,48,BO12,BOC3,Yes,CAT10001
2013,WY,Wyoming,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(43.235541343, -108.109830353)",SYNOP,LEAD,LEAD1_5,,56,BO3,BOC1,Yes,CAT10001
2012,NV,Nevada,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(39.49324039, -117.071840564)",SYNOP,PROG,PROG4_2,,32,,,Yes,CAT10001
2020,AK,Alaska,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(64.84507995700051, -147.72205903599973)",SYNOP,PROG,PROG4_1,,02,BO12,BOC3,No,CAT10002
2022,OR,Oregon,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1,1,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(44.56744942400047, -120.15503132599969)",SYNOP,STAFF,STAFF2_1,,41,BO18,BOC5,1,CAT4
2012,KY,Kentucky,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(37.645970271, -84.774971048)",SYNOP,LEAD,LEAD1_1,,21,,,Yes,CAT10001
2018,MO,Missouri,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,6,6,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(38.635790776, -92.566300053)",SYNOP,STAFF,STAFF2_1,,29,BO17,BOC5,>=5 to <10,CAT8
2012,MA,Massachusetts,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,,99999,NA,Question not asked,,,,,,"(42.27687047, -72.082690675)",SYNOP,LEAD,LEAD1_6,,25,,,Not Asked,CAT99999
2012,GA,Georgia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,16,16,,,,,,With a dental program directed by a dental professional,Type of health agency,"(32.839681093, -83.627580346)",SYNOP,LEAD,LEAD1_7,,13,BO8,BOC2,>=10,CAT9
2017,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(38.890371385, -77.031961127)",SYNOP,LEAD,LEAD1_5,,11,BO5,BOC1,Yes,CAT10001
2011,WV,West Virginia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(38.665510202, -80.712640135)",SYNOP,LEAD,LEAD1_5,,54,BO3,BOC1,Yes,CAT10001
2012,TX,Texas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(31.827240407, -99.426770206)",SYNOP,PROG,PROG4_1,,48,BO10,BOC3,Yes,CAT10001
2011,MT,Montana,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,With a dental program,Type of health agency,"(47.066528972, -109.424420645)",SYNOP,LEAD,LEAD1_7,,30,BO7,BOC2,1-4,CAT5
2022,MI,Michigan,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(44.6613195430005, -84.71439026999968)",SYNOP,PROG,PROG4_1,,26,BO13,BOC3,Yes,CAT10001
2021,IN,Indiana,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(39.766910452000445, -86.14996019399968)",SYNOP,POL,POL3_1,,18,,,No,CAT10002
2021,MD,Maryland,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0.5,0.5,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(39.29058096400047, -76.60926011099963)",SYNOP,STAFF,STAFF2_1,,24,BO18,BOC5,>0 to <1,CAT3
2015,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(38.890371385, -77.031961127)",SYNOP,LEAD,LEAD1_7,,11,BO8,BOC2,1-4,CAT5
2018,ND,North Dakota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(47.475319779, -100.118421049)",SYNOP,PROG,PROG4_1,,38,BO10,BOC3,Yes,CAT10001
2019,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,3,3,,,,,,With a dental program directed by a dental professional,Type of health agency,"(34.865970280000454, -111.76381127699972)",SYNOP,LEAD,LEAD1_7,,04,BO8,BOC2,1-4,CAT5
2015,IL,Illinois,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,Yes,10001,,,,,,,,"(40.485010283, -88.997710178)",SYNOP,POL,POL3_1,,17,,,Yes,CAT10001
2013,SC,South Carolina,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(33.998821303, -81.045371207)",SYNOP,STAFF,STAFF2_1,,45,BO18,BOC5,0,CAT1
2021,CA,California,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(37.63864012300047, -120.99999953799971)",SYNOP,PROG,PROG4_1,,06,BO13,BOC3,No,CAT10002
2014,NE,Nebraska,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,2.3,2.3,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(41.641040988001, -99.365720623)",SYNOP,STAFF,STAFF2_1,,31,BO17,BOC5,>1 to <5,CAT6
2016,VA,Virginia,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(37.542680674, -78.457890463)",SYNOP,PROG,PROG4_1,,51,BO11,BOC3,Yes,CAT10001
2021,CO,Colorado,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(38.843840757000464, -106.13361092099967)",SYNOP,PROG,PROG4_3,,08,BO20,BOC3,No,CAT10002
2017,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_5,,37,BO4,BOC1,No,CAT10002
2017,RI,Rhode Island,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(41.708280193, -71.522470314)",SYNOP,PROG,PROG4_3,,44,BO20,BOC3,No,CAT10002
2017,IL,Illinois,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(40.485010283, -88.997710178)",SYNOP,PROG,PROG4_4,,17,BO15,BOC4,Yes,CAT10001
2022,PA,Pennsylvania,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(40.79373015200048, -77.86070029399963)",SYNOP,LEAD,LEAD1_5,,42,BO4,BOC1,No,CAT10002
2014,NJ,New Jersey,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1,1,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(40.130570048, -74.273691288)",SYNOP,STAFF,STAFF2_1,,34,BO17,BOC5,1,CAT4
2018,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(43.655950113, -71.50036092)",SYNOP,LEAD,LEAD1_1,,33,,,Yes,CAT10001
2015,CA,California,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(37.638640123, -120.999999538)",SYNOP,STAFF,STAFF2_1,,06,BO18,BOC5,0,CAT1
2012,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(44.393191174, -89.816370742)",SYNOP,LEAD,LEAD1_7,,55,BO9,BOC2,1-4,CAT5
2019,VA,Virginia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,7,7,,,,,,Total,Type of health agency,"(37.54268067400045, -78.45789046299967)",SYNOP,LEAD,LEAD1_7,,51,BO6,BOC2,5-9,CAT7
2016,NJ,New Jersey,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(40.130570048, -74.273691288)",SYNOP,LEAD,LEAD1_5,,34,BO4,BOC1,No,CAT10002
2012,AL,Alabama,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(32.840571122, -86.631860762)",SYNOP,LEAD,LEAD1_5,,01,BO5,BOC1,Yes,CAT10001
