PROVIDER NAME,CITY,STATE,CLAIMS PAID FOR VACCINE
SAFEWAY PHARMACY #1874,BOISE,ID,970.82
SAFEWAY PHARMACY #1877,BOISE,ID,1696.94
SAFEWAY PHARMACY #1879,BOISE,ID,3936.94
SAFEWAY PHARMACY #1880,BOISE,ID,2660
SAFEWAY PHARMACY #1882,BOISE,ID,2016.15
SAFEWAY PHARMACY #1883,BOISE,ID,5130.66
SAFEWAY PHARMACY #1885,BOISE,ID,1370.82
SAFEWAY PHARMACY #1887,BOISE,ID,1522.8
SAFEWAY PHARMACY #1888,BOISE,ID,3124.7
SAFEWAY PHARMACY #1890,BOISE,ID,4073.72
SAFEWAY PHARMACY #1891,BOISE,ID,4080
SAFEWAY PHARMACY #1892,BOISE,ID,908.39
SAFEWAY PHARMACY #1895,BOISE,ID,12920.5
SAFEWAY PHARMACY #1899,BOISE,ID,4427.6
SAFEWAY PHARMACY #1917,BOISE,ID,6267.76
SAFEWAY PHARMACY #1920,BOISE,ID,2600
SAFEWAY PHARMACY #1922,BOISE,ID,1886.97
SAFEWAY PHARMACY #1923,BOISE,ID,2976.94
SAFEWAY PHARMACY #1926,BOISE,ID,3240
SAFEWAY PHARMACY #1928,BOISE,ID,5196.05
SAFEWAY PHARMACY #1929,BOISE,ID,5024.44
SAFEWAY PHARMACY #1930,BOISE,ID,2755.31
SAFEWAY PHARMACY #1931,BOISE,ID,4120
SAFEWAY PHARMACY #1932,BOISE,ID,3960
SAFEWAY PHARMACY #1935,BOISE,ID,2335.52
SAFEWAY PHARMACY #1938,BOISE,ID,3956.94
SAFEWAY PHARMACY #1939,BOISE,ID,2450
SAFEWAY PHARMACY #1951,BOISE,ID,1090.82
SAFEWAY PHARMACY #1952,BOISE,ID,1782.27
SAFEWAY PHARMACY #1953,BOISE,ID,4169.05
SAFEWAY PHARMACY #1954,BOISE,ID,5015.36
SAFEWAY PHARMACY #1956,BOISE,ID,3160
SAFEWAY PHARMACY #1960,BOISE,ID,445.17
SAFEWAY PHARMACY #1965,BOISE,ID,3826.97
SAFEWAY PHARMACY #1966,BOISE,ID,3033.88
SAFEWAY PHARMACY #1968,BOISE,ID,23000
SAFEWAY PHARMACY #1975,BOISE,ID,4211.25
SAFEWAY PHARMACY #1976,BOISE,ID,1776.94
SAFEWAY PHARMACY #1977,BOISE,ID,2205.33
SAFEWAY PHARMACY #1978,BOISE,ID,2840
SAFEWAY PHARMACY #1979,BOISE,ID,1860.69
SAFEWAY PHARMACY #1980,BOISE,ID,8634.68
SAFEWAY PHARMACY #1983,BOISE,ID,776.94
SAFEWAY PHARMACY #1986,BOISE,ID,2200
SAFEWAY PHARMACY #1988,BOISE,ID,280
SAFEWAY PHARMACY #1989,BOISE,ID,1250.82
SAFEWAY PHARMACY #1990,BOISE,ID,6736.94
SAFEWAY PHARMACY #1993,BOISE,ID,1907.76
SAFEWAY PHARMACY #1997,BOISE,ID,7078.58
SAFEWAY PHARMACY #1998,BOISE,ID,1553.88
SAFEWAY PHARMACY #2004,BOISE,ID,1680
SAFEWAY PHARMACY #2028,BOISE,ID,1560
SAFEWAY PHARMACY #2042,BOISE,ID,7916.52
SAFEWAY PHARMACY #2044,BOISE,ID,800
SAFEWAY PHARMACY #2052,BOISE,ID,1296.94
SAFEWAY PHARMACY #2054,BOISE,ID,5605.07
SAFEWAY PHARMACY #2069,BOISE,ID,560
SAFEWAY PHARMACY #2097,BOISE,ID,1400
SAFEWAY PHARMACY #2106,BOISE,ID,2680
SAFEWAY PHARMACY #2242,BOISE,ID,16461.32
SAFEWAY PHARMACY #2246,BOISE,ID,5650.82
SAFEWAY PHARMACY #2248,BOISE,ID,3043.28
SAFEWAY PHARMACY #2255,BOISE,ID,445.33
SAFEWAY PHARMACY #2287,BOISE,ID,1240
SAFEWAY PHARMACY #2341,BOISE,ID,844.7
SAFEWAY PHARMACY #2342,BOISE,ID,2250.82
SAFEWAY PHARMACY #2448,BOISE,ID,1169.24
SAFEWAY PHARMACY #2449,BOISE,ID,4696.94
SAFEWAY PHARMACY #2466,BOISE,ID,840
SAFEWAY PHARMACY #2555,BOISE,ID,280
SAFEWAY PHARMACY #2563,BOISE,ID,400
SAFEWAY PHARMACY #2600,BOISE,ID,21434.87
SAFEWAY PHARMACY #2606,BOISE,ID,2680
SAFEWAY PHARMACY #2607,BOISE,ID,2392.77
SAFEWAY PHARMACY #2608,BOISE,ID,1560
SAFEWAY PHARMACY #2612,BOISE,ID,3518.42
SAFEWAY PHARMACY #2616,BOISE,ID,4570.5
SAFEWAY PHARMACY #2618,BOISE,ID,3319.21
SAFEWAY PHARMACY #2620,BOISE,ID,11193.68
SAFEWAY PHARMACY #2621,BOISE,ID,4839.21
SAFEWAY PHARMACY #2623,BOISE,ID,3744.6
SAFEWAY PHARMACY #2624,BOISE,ID,5045.87
SAFEWAY PHARMACY #2625,BOISE,ID,2176.78
SAFEWAY PHARMACY #2627,BOISE,ID,2400
SAFEWAY PHARMACY #2629,BOISE,ID,2100
SAFEWAY PHARMACY #2631,BOISE,ID,1427.76
SAFEWAY PHARMACY #2635,BOISE,ID,1446.94
SAFEWAY PHARMACY #2637,BOISE,ID,4130.52
SAFEWAY PHARMACY #2639,BOISE,ID,2488.29
SAFEWAY PHARMACY #2640,BOISE,ID,4280
SAFEWAY PHARMACY #2644,BOISE,ID,920
SAFEWAY PHARMACY #2645,BOISE,ID,1136.94
SAFEWAY PHARMACY #2646,BOISE,ID,1080
SAFEWAY PHARMACY #2648,BOISE,ID,936.94
SAFEWAY PHARMACY #2651,BOISE,ID,1584.6
SAFEWAY PHARMACY #2654,BOISE,ID,10112.3
SAFEWAY PHARMACY #2656,BOISE,ID,20746.34
SAFEWAY PHARMACY #2661,BOISE,ID,3187.76
SAFEWAY PHARMACY #2666,BOISE,ID,1285.33
SAFEWAY PHARMACY #2667,BOISE,ID,2123.28
SAFEWAY PHARMACY #2683,BOISE,ID,5770.82
SAFEWAY PHARMACY #2684,BOISE,ID,6772.35
SAFEWAY PHARMACY #2690,BOISE,ID,1588.39
SAFEWAY PHARMACY #2696,BOISE,ID,4118.58
SAFEWAY PHARMACY #2697,BOISE,ID,12133.15
SAFEWAY PHARMACY #2699,BOISE,ID,2216.94
SAFEWAY PHARMACY #2706,BOISE,ID,200
SAFEWAY PHARMACY #2707,BOISE,ID,18185.98
SAFEWAY PHARMACY #2708,BOISE,ID,7960
SAFEWAY PHARMACY #2709,BOISE,ID,1913.88
SAFEWAY PHARMACY #2712,BOISE,ID,12993.6
SAFEWAY PHARMACY #2713,BOISE,ID,10200
SAFEWAY PHARMACY #2714,BOISE,ID,8634.1
SAFEWAY PHARMACY #2718,BOISE,ID,2353.88
SAFEWAY PHARMACY #2719,BOISE,ID,4736.94
SAFEWAY PHARMACY #2722,BOISE,ID,2873.88
SAFEWAY PHARMACY #2723,BOISE,ID,1800
SAFEWAY PHARMACY #2728,BOISE,ID,735.83
SAFEWAY PHARMACY #2729,BOISE,ID,1440
SAFEWAY PHARMACY #2734,BOISE,ID,1880
SAFEWAY PHARMACY #2737,BOISE,ID,9781.39
SAFEWAY PHARMACY #2747,BOISE,ID,4440
SAFEWAY PHARMACY #2753,BOISE,ID,3300
SAFEWAY PHARMACY #2754,BOISE,ID,2363.12
SAFEWAY PHARMACY #2761,BOISE,ID,1040
SAFEWAY PHARMACY #2764,BOISE,ID,2209.4
SAFEWAY PHARMACY #2778,BOISE,ID,3586.97
SAFEWAY PHARMACY #2781,BOISE,ID,2400
SAFEWAY PHARMACY #2790,BOISE,ID,656.94
SAFEWAY PHARMACY #2791,BOISE,ID,4838.58
SAFEWAY PHARMACY #2792,BOISE,ID,2907.6
SAFEWAY PHARMACY #2794,BOISE,ID,1320
SAFEWAY PHARMACY #2795,BOISE,ID,1030.82
SAFEWAY PHARMACY #2797,BOISE,ID,3480
SAFEWAY PHARMACY #2799,BOISE,ID,1953.09
SAFEWAY PHARMACY #2808,BOISE,ID,10574.21
SAFEWAY PHARMACY #2809,BOISE,ID,2273.88
SAFEWAY PHARMACY #2812,BOISE,ID,4703.34
SAFEWAY PHARMACY #2814,BOISE,ID,2319.05
SAFEWAY PHARMACY #2815,BOISE,ID,3160
SAFEWAY PHARMACY #2816,BOISE,ID,1330.82
SAFEWAY PHARMACY #2817,BOISE,ID,913.56
SAFEWAY PHARMACY #2821,BOISE,ID,7284.7
SAFEWAY PHARMACY #2824,BOISE,ID,3337.76
SAFEWAY PHARMACY #2828,BOISE,ID,7596.94
SAFEWAY PHARMACY #2835,BOISE,ID,1250.66
SAFEWAY PHARMACY #2839,BOISE,ID,3495.79
SAFEWAY PHARMACY #2841,BOISE,ID,6650.82
SAFEWAY PHARMACY #2848,BOISE,ID,2920
SAFEWAY PHARMACY #2853,BOISE,ID,2680
SAFEWAY PHARMACY #2856,BOISE,ID,2800
SAFEWAY PHARMACY #2870,BOISE,ID,3055.52
SAFEWAY PHARMACY #2874,BOISE,ID,11280
SAFEWAY PHARMACY #2878,BOISE,ID,1160
SAFEWAY PHARMACY #2883,BOISE,ID,2880
SAFEWAY PHARMACY #2887,BOISE,ID,1160
SAFEWAY PHARMACY #2892,BOISE,ID,7286.37
SAFEWAY PHARMACY #2893,BOISE,ID,3200
SAFEWAY PHARMACY #2894,BOISE,ID,4440
SAFEWAY PHARMACY #2897,BOISE,ID,2160
SAFEWAY PHARMACY #2900,BOISE,ID,12761.86
SAFEWAY PHARMACY #2908,BOISE,ID,9972.77
SAFEWAY PHARMACY #2910,BOISE,ID,1862.11
SAFEWAY PHARMACY #2911,BOISE,ID,3266.97
SAFEWAY PHARMACY #2912,BOISE,ID,12325.3
SAFEWAY PHARMACY #2913,BOISE,ID,3130.82
SAFEWAY PHARMACY #2915,BOISE,ID,1376.94
SAFEWAY PHARMACY #2917,BOISE,ID,1365.33
SAFEWAY PHARMACY #2918,BOISE,ID,5795.73
SAFEWAY PHARMACY #2919,BOISE,ID,4335.04
SAFEWAY PHARMACY #2922,BOISE,ID,1535.52
SAFEWAY PHARMACY #2932,BOISE,ID,5873.88
SAFEWAY PHARMACY #2940,BOISE,ID,2456.15
SAFEWAY PHARMACY #2941,BOISE,ID,8050.66
SAFEWAY PHARMACY #2944,BOISE,ID,5080
SAFEWAY PHARMACY #2948,BOISE,ID,1680
SAFEWAY PHARMACY #2954,BOISE,ID,1747.76
SAFEWAY PHARMACY #2979,BOISE,ID,2160
SAFEWAY PHARMACY #2993,BOISE,ID,1296.94
SAFEWAY PHARMACY #2999,BOISE,ID,1760
SAFEWAY PHARMACY #3006,BOISE,ID,1393.88
SAFEWAY PHARMACY #3011,BOISE,ID,6254.85
SAFEWAY PHARMACY #3013,BOISE,ID,6332.51
SAFEWAY PHARMACY #3026,BOISE,ID,4633.09
SAFEWAY PHARMACY #3092,BOISE,ID,1360
SAFEWAY PHARMACY #3095,BOISE,ID,3880
SAFEWAY PHARMACY #3120,BOISE,ID,2936.94
SAFEWAY PHARMACY #3122,BOISE,ID,8611.88
SAFEWAY PHARMACY #3124,BOISE,ID,6409.87
SAFEWAY PHARMACY #3125,BOISE,ID,2530.82
SAFEWAY PHARMACY #3127,BOISE,ID,4450.82
SAFEWAY PHARMACY #3132,BOISE,ID,2880
SAFEWAY PHARMACY #3134,BOISE,ID,2981.48
SAFEWAY PHARMACY #3136,BOISE,ID,1433.88
SAFEWAY PHARMACY #3148,BOISE,ID,3353.09
SAFEWAY PHARMACY #3151,BOISE,ID,856.94
SAFEWAY PHARMACY #3173,BOISE,ID,4220.85
SAFEWAY PHARMACY #3189,BOISE,ID,690.03
SAFEWAY PHARMACY #3213,BOISE,ID,1130.82
SAFEWAY PHARMACY #3217,BOISE,ID,8613.95
SAFEWAY PHARMACY #3228,BOISE,ID,4856.94
SAFEWAY PHARMACY #3241,BOISE,ID,2120
SAFEWAY PHARMACY #3247,BOISE,ID,1440
SAFEWAY PHARMACY #3248,BOISE,ID,1656.94
SAFEWAY PHARMACY #3250,BOISE,ID,3110.66
SAFEWAY PHARMACY #3251,BOISE,ID,2040
SAFEWAY PHARMACY #3252,BOISE,ID,593.88
SAFEWAY PHARMACY #3255,BOISE,ID,1120
SAFEWAY PHARMACY #3257,BOISE,ID,4560
SAFEWAY PHARMACY #3265,BOISE,ID,1040
SAFEWAY PHARMACY #3274,BOISE,ID,3800
SAFEWAY PHARMACY #3279,BOISE,ID,924.7
SAFEWAY PHARMACY #3281,BOISE,ID,3529.4
SAFEWAY PHARMACY #3285,BOISE,ID,1233.88
SAFEWAY PHARMACY #3295,BOISE,ID,1011.61
SAFEWAY PHARMACY #3298,BOISE,ID,2080
SAFEWAY PHARMACY #3317,BOISE,ID,662.27
SAFEWAY PHARMACY #3319,BOISE,ID,6450.82
SAFEWAY PHARMACY #3321,BOISE,ID,656.94
SAFEWAY PHARMACY #3322,BOISE,ID,560
SAFEWAY PHARMACY #3334,BOISE,ID,9444.9
SAFEWAY PHARMACY #3410,BOISE,ID,1760
SAFEWAY PHARMACY #3411,BOISE,ID,2840
SAFEWAY PHARMACY #3419,BOISE,ID,2370.03
SAFEWAY PHARMACY #3424,BOISE,ID,4878.58
SAFEWAY PHARMACY #3500,BOISE,ID,1393.88
SAFEWAY PHARMACY #3521,BOISE,ID,3611.37
SAFEWAY PHARMACY #3523,BOISE,ID,2039.21
SAFEWAY PHARMACY #3525,BOISE,ID,2080
SAFEWAY PHARMACY #3540,BOISE,ID,3450.82
SAFEWAY PHARMACY #3545,BOISE,ID,3210.82
SAFEWAY PHARMACY #3723,BOISE,ID,600
SAFEWAY PHARMACY #3728,BOISE,ID,2122.8
SAFEWAY PHARMACY #3729,BOISE,ID,2444.7
SAFEWAY PHARMACY #3836,BOISE,ID,22482.34
SAFEWAY PHARMACY #4001,BOISE,ID,920
SAFEWAY PHARMACY #4002,BOISE,ID,1800
SAFEWAY PHARMACY #4007,BOISE,ID,3233.88
SAFEWAY PHARMACY #4178,BOISE,ID,370.03
SAFEWAY PHARMACY #4202,BOISE,ID,7180.26
SAFEWAY PHARMACY #4218,BOISE,ID,2120
SAFEWAY PHARMACY #4262,BOISE,ID,2171.61
SAFEWAY PHARMACY #4270,BOISE,ID,5916.67
SAFEWAY PHARMACY #4288,BOISE,ID,696.94
SAFEWAY PHARMACY #4313,BOISE,ID,2027.76
SAFEWAY PHARMACY #4333,BOISE,ID,1587.76
SAFEWAY PHARMACY #4381,BOISE,ID,330.82
SAFEWAY PHARMACY #4387,BOISE,ID,2033.88
SAFEWAY PHARMACY #4404,BOISE,ID,1239.21
SAFEWAY PHARMACY #4405,BOISE,ID,4054.73
SAFEWAY PHARMACY #4469,BOISE,ID,160
SAFEWAY PHARMACY #4513,BOISE,ID,776.94
SAFEWAY PHARMACY #4817,BOISE,ID,2340
SAFEWAY PHARMACY #4832,BOISE,ID,11528.32
SAFEWAY PHARMACY #4872,BOISE,ID,3773.78
SAFEWAY PHARMACY #4904,BOISE,ID,160
SAFEWAY PHARMACY #4933,BOISE,ID,1136.94
SAV-ON DRUG #3931,BOISE,ID,5229.3
SAV-ON PHARMACY #0002,BOISE,ID,3160
SAV-ON PHARMACY #0046,BOISE,ID,36545.07
SAV-ON PHARMACY #0061,BOISE,ID,6148.39
SAV-ON PHARMACY #0070,BOISE,ID,960
SAV-ON PHARMACY #0090,BOISE,ID,3113.56
SAV-ON PHARMACY #0093,BOISE,ID,6176.78
SAV-ON PHARMACY #0101,BOISE,ID,2401.48
SAV-ON PHARMACY #0103,BOISE,ID,1113.88
SAV-ON PHARMACY #0106,BOISE,ID,2760
SAV-ON PHARMACY #0108,BOISE,ID,10582.86
SAV-ON PHARMACY #0110,BOISE,ID,4076.94
SAV-ON PHARMACY #0114,BOISE,ID,2496.94
SAV-ON PHARMACY #0118,BOISE,ID,2960
SAV-ON PHARMACY #0120,BOISE,ID,1605.33
SAV-ON PHARMACY #0126,BOISE,ID,1120
SAV-ON PHARMACY #0130,BOISE,ID,1896.15
SAV-ON PHARMACY #0135,BOISE,ID,2696.94
SAV-ON PHARMACY #0138,BOISE,ID,1800
SAV-ON PHARMACY #0140,BOISE,ID,13544.92
SAV-ON PHARMACY #0147,BOISE,ID,2153.88
SAV-ON PHARMACY #0154,BOISE,ID,1840
SAV-ON PHARMACY #0156,BOISE,ID,1861.64
SAV-ON PHARMACY #0159,BOISE,ID,2440
SAV-ON PHARMACY #0160,BOISE,ID,1518.89
SAV-ON PHARMACY #0161,BOISE,ID,3622.27
SAV-ON PHARMACY #0162,BOISE,ID,2050.82
SAV-ON PHARMACY #0164,BOISE,ID,1365.33
SAV-ON PHARMACY #0165,BOISE,ID,2639.21
SAV-ON PHARMACY #0166,BOISE,ID,1428.39
SAV-ON PHARMACY #0168,BOISE,ID,1800
SAV-ON PHARMACY #0169,BOISE,ID,2398.26
SAV-ON PHARMACY #0170,BOISE,ID,3320
SAV-ON PHARMACY #0171,BOISE,ID,3468.39
SAV-ON PHARMACY #0176,BOISE,ID,1520
SAV-ON PHARMACY #0177,BOISE,ID,1680
SAV-ON PHARMACY #0180,BOISE,ID,2233.88
SAV-ON PHARMACY #0182,BOISE,ID,1947.44
SAV-ON PHARMACY #0183,BOISE,ID,1880
SAV-ON PHARMACY #0184,BOISE,ID,2873.09
SAV-ON PHARMACY #0189,BOISE,ID,3010.82
SAV-ON PHARMACY #0192,BOISE,ID,200
SAV-ON PHARMACY #0193,BOISE,ID,2096.94
SAV-ON PHARMACY #0194,BOISE,ID,6153.72
SAV-ON PHARMACY #0206,BOISE,ID,720
SAV-ON PHARMACY #0218,BOISE,ID,1902.11
SAV-ON PHARMACY #0226,BOISE,ID,3113.88
SAV-ON PHARMACY #0238,BOISE,ID,1656.15
SAV-ON PHARMACY #0241,BOISE,ID,1813.88
SAV-ON PHARMACY #0254,BOISE,ID,1600
SAV-ON PHARMACY #0258,BOISE,ID,1507.76
SAV-ON PHARMACY #0265,BOISE,ID,1187.44
SAV-ON PHARMACY #0269,BOISE,ID,840
SAV-ON PHARMACY #0276,BOISE,ID,5016.78
SAV-ON PHARMACY #0301,BOISE,ID,3680
SAV-ON PHARMACY #0314,BOISE,ID,4359.21
SAV-ON PHARMACY #0331,BOISE,ID,10501.48
SAV-ON PHARMACY #0332,BOISE,ID,3148.39
SAV-ON PHARMACY #0336,BOISE,ID,5978.16
SAV-ON PHARMACY #0339,BOISE,ID,640
SAV-ON PHARMACY #0355,BOISE,ID,4408.45
SAV-ON PHARMACY #0377,BOISE,ID,6502.86
SAV-ON PHARMACY #0387,BOISE,ID,5815.36
SAV-ON PHARMACY #0391,BOISE,ID,8474.05
SAV-ON PHARMACY #0393,BOISE,ID,10871.35
SAV-ON PHARMACY #0419,BOISE,ID,1976.94
SAV-ON PHARMACY #0460,BOISE,ID,56150.9
SAV-ON PHARMACY #0471,BOISE,ID,680
SAV-ON PHARMACY #0475,BOISE,ID,936.94
SAV-ON PHARMACY #0493,BOISE,ID,2610.83
SAV-ON PHARMACY #0505,BOISE,ID,2542.27
SAV-ON PHARMACY #0513,BOISE,ID,5490.82
SAV-ON PHARMACY #0515,BOISE,ID,816.94
SAV-ON PHARMACY #0536,BOISE,ID,6363.75
SAV-ON PHARMACY #0552,BOISE,ID,4513.88
SAV-ON PHARMACY #0560,BOISE,ID,1696.94
SAV-ON PHARMACY #0561,BOISE,ID,9490.82
SAV-ON PHARMACY #0564,BOISE,ID,1748.39
SAV-ON PHARMACY #0570,BOISE,ID,1650.82
SAV-ON PHARMACY #0571,BOISE,ID,3427.76
SAV-ON PHARMACY #0572,BOISE,ID,1280
SAV-ON PHARMACY #0574,BOISE,ID,9216.2
SAV-ON PHARMACY #0575,BOISE,ID,1536.15
SAV-ON PHARMACY #0577,BOISE,ID,2193.88
SAV-ON PHARMACY #0580,BOISE,ID,2553.88
SAV-ON PHARMACY #0590,BOISE,ID,2000
SAV-ON PHARMACY #0591,BOISE,ID,1313.88
SAV-ON PHARMACY #0594,BOISE,ID,7181.16
SAV-ON PHARMACY #0597,BOISE,ID,6553.88
SAV-ON PHARMACY #0598,BOISE,ID,3665.86
SAV-ON PHARMACY #0599,BOISE,ID,7936.94
SAV-ON PHARMACY #0601,BOISE,ID,10534.63
SAV-ON PHARMACY #0609,BOISE,ID,7890.82
SAV-ON PHARMACY #0611,BOISE,ID,9233.88
SAV-ON PHARMACY #0662,BOISE,ID,7268.39
SAV-ON PHARMACY #0664,BOISE,ID,380
SAV-ON PHARMACY #0703,BOISE,ID,320
SAV-ON PHARMACY #0704,BOISE,ID,4713.94
SAV-ON PHARMACY #0709,BOISE,ID,1198.42
SAV-ON PHARMACY #0710,BOISE,ID,5049.24
SAV-ON PHARMACY #0711,BOISE,ID,10818.64
SAV-ON PHARMACY #0712,BOISE,ID,1453.3
SAV-ON PHARMACY #0714,BOISE,ID,1187.6
SAV-ON PHARMACY #0716,BOISE,ID,1936.94
SAV-ON PHARMACY #0719,BOISE,ID,2255.99
SAV-ON PHARMACY #0721,BOISE,ID,1440
SAV-ON PHARMACY #0723,BOISE,ID,3000
SAV-ON PHARMACY #0724,BOISE,ID,920
SAV-ON PHARMACY #0725,BOISE,ID,9450.4
SAV-ON PHARMACY #0726,BOISE,ID,4593.88
SAV-ON PHARMACY #0728,BOISE,ID,8949.04
SAV-ON PHARMACY #0730,BOISE,ID,960
SAV-ON PHARMACY #0733,BOISE,ID,7833.72
SAV-ON PHARMACY #0734,BOISE,ID,11970.32
SAV-ON PHARMACY #0735,BOISE,ID,13511.08
SAV-ON PHARMACY #0745,BOISE,ID,7440
SAV-ON PHARMACY #0750,BOISE,ID,5898.79
SAV-ON PHARMACY #0753,BOISE,ID,15122.12
SAV-ON PHARMACY #0757,BOISE,ID,8278.89
SAV-ON PHARMACY #0758,BOISE,ID,14300.28
SAV-ON PHARMACY #0769,BOISE,ID,1080
SAV-ON PHARMACY #0775,BOISE,ID,1302.27
SAV-ON PHARMACY #0779,BOISE,ID,480
SAV-ON PHARMACY #0787,BOISE,ID,1360
SAV-ON PHARMACY #0798,BOISE,ID,7272.96
SAV-ON PHARMACY #0801,BOISE,ID,2278.1
SAV-ON PHARMACY #0802,BOISE,ID,3080
SAV-ON PHARMACY #0806,BOISE,ID,10780.37
SAV-ON PHARMACY #0809,BOISE,ID,480
SAV-ON PHARMACY #0816,BOISE,ID,1445.33
SAV-ON PHARMACY #0817,BOISE,ID,2336.94
SAV-ON PHARMACY #0819,BOISE,ID,9700.22
SAV-ON PHARMACY #0828,BOISE,ID,1440
SAV-ON PHARMACY #0831,BOISE,ID,1500
SAV-ON PHARMACY #0833,BOISE,ID,796.78
SAV-ON PHARMACY #0852,BOISE,ID,547.99
SAV-ON PHARMACY #0872,BOISE,ID,7430.39
SAV-ON PHARMACY #0882,BOISE,ID,560
SAV-ON PHARMACY #0890,BOISE,ID,1400
SAV-ON PHARMACY #0893,BOISE,ID,920
SAV-ON PHARMACY #0925,BOISE,ID,3000
SAV-ON PHARMACY #0934,BOISE,ID,1575.99
SAV-ON PHARMACY #0943,BOISE,ID,1400
SAV-ON PHARMACY #0992,BOISE,ID,850.38
SAV-ON PHARMACY #1006,BOISE,ID,1148.39
SAV-ON PHARMACY #1059,BOISE,ID,5360
SAV-ON PHARMACY #1105,BOISE,ID,9758.1
SAV-ON PHARMACY #1165,BOISE,ID,7484.7
SAV-ON PHARMACY #1262,BOISE,ID,1840
SAV-ON PHARMACY #1268,BOISE,ID,893.46
SAV-ON PHARMACY #1311,BOISE,ID,1373.46
SAV-ON PHARMACY #1319,BOISE,ID,3762.96
SAV-ON PHARMACY #1322,BOISE,ID,14522.8
SAV-ON PHARMACY #1329,BOISE,ID,9877.16
SAV-ON PHARMACY #1333,BOISE,ID,24947.77
SAV-ON PHARMACY #1335,BOISE,ID,14500.85
SAV-ON PHARMACY #1347,BOISE,ID,4574.73
SAV-ON PHARMACY #1348,BOISE,ID,5076.79
SAV-ON PHARMACY #1394,BOISE,ID,4482.01
SAV-ON PHARMACY #1398,BOISE,ID,2000
SAV-ON PHARMACY #1413,BOISE,ID,1250.82
SAV-ON PHARMACY #1569,BOISE,ID,4782.97
SAV-ON PHARMACY #1585,BOISE,ID,7494.1
SAV-ON PHARMACY #1602,BOISE,ID,1917.94
SAV-ON PHARMACY #1641,BOISE,ID,6566.86
SAV-ON PHARMACY #1725,BOISE,ID,1610.82
SAV-ON PHARMACY #1770,BOISE,ID,920
SAV-ON PHARMACY #1908,BOISE,ID,1560
SAV-ON PHARMACY #1909,BOISE,ID,1360
SAV-ON PHARMACY #1936,BOISE,ID,1364.54
SAV-ON PHARMACY #2016,BOISE,ID,2730.66
SAV-ON PHARMACY #2141,BOISE,ID,1520
SAV-ON PHARMACY #2303,BOISE,ID,2547.44
SAV-ON PHARMACY #2305,BOISE,ID,23329.2
SAV-ON PHARMACY #2509,BOISE,ID,2256.94
SAV-ON PHARMACY #2514,BOISE,ID,13433.06
SAV-ON PHARMACY #2515,BOISE,ID,8217.84
SAV-ON PHARMACY #2528,BOISE,ID,1080
SAV-ON PHARMACY #2543,BOISE,ID,18380.53
SAV-ON PHARMACY #2549,BOISE,ID,8898.48
SAV-ON PHARMACY #2551,BOISE,ID,2680
SAV-ON PHARMACY #2558,BOISE,ID,1896.94
SAV-ON PHARMACY #2572,BOISE,ID,6965.78
SAV-ON PHARMACY #2586,BOISE,ID,7577.42
SAV-ON PHARMACY #2591,BOISE,ID,5056.94
SAV-ON PHARMACY #2592,BOISE,ID,3648.61
SAV-ON PHARMACY #2704,BOISE,ID,2280
SAV-ON PHARMACY #2743,BOISE,ID,7037.68
SAV-ON PHARMACY #2756,BOISE,ID,1382.27
SAV-ON PHARMACY #2762,BOISE,ID,2336.94
SAV-ON PHARMACY #2767,BOISE,ID,5536.94
SAV-ON PHARMACY #2783,BOISE,ID,9111.51
SAV-ON PHARMACY #2789,BOISE,ID,1120
SAV-ON PHARMACY #2796,BOISE,ID,5922.43
SAV-ON PHARMACY #2804,BOISE,ID,5960
SAV-ON PHARMACY #2836,BOISE,ID,5760.27
SAV-ON PHARMACY #2855,BOISE,ID,2880
SAV-ON PHARMACY #2862,BOISE,ID,1160
SAV-ON PHARMACY #2876,BOISE,ID,1520
SAV-ON PHARMACY #2914,BOISE,ID,760
SAV-ON PHARMACY #2927,BOISE,ID,880
SAV-ON PHARMACY #2931,BOISE,ID,480
SAV-ON PHARMACY #2935,BOISE,ID,9162.64
SAV-ON PHARMACY #2956,BOISE,ID,2033.9
SAV-ON PHARMACY #2977,BOISE,ID,880
SAV-ON PHARMACY #2982,BOISE,ID,2416.78
SAV-ON PHARMACY #2994,BOISE,ID,2120
SAV-ON PHARMACY #2995,BOISE,ID,2213.16
SAV-ON PHARMACY #2998,BOISE,ID,520
SAV-ON PHARMACY #3016,BOISE,ID,2468.39
SAV-ON PHARMACY #3021,BOISE,ID,2668.39
SAV-ON PHARMACY #3042,BOISE,ID,2240
SAV-ON PHARMACY #3106,BOISE,ID,2272.93
SAV-ON PHARMACY #3171,BOISE,ID,3843.12
SAV-ON PHARMACY #3174,BOISE,ID,720
SAV-ON PHARMACY #3175,BOISE,ID,5306.18
SAV-ON PHARMACY #3177,BOISE,ID,4249.71
SAV-ON PHARMACY #3179,BOISE,ID,5730.82
SAV-ON PHARMACY #3202,BOISE,ID,6899.9
SAV-ON PHARMACY #3205,BOISE,ID,3148.39
SAV-ON PHARMACY #3206,BOISE,ID,1560
SAV-ON PHARMACY #3207,BOISE,ID,5120
SAV-ON PHARMACY #3211,BOISE,ID,508.55
SAV-ON PHARMACY #3215,BOISE,ID,1925.33
SAV-ON PHARMACY #3249,BOISE,ID,12080
SAV-ON PHARMACY #3253,BOISE,ID,496.94
SAV-ON PHARMACY #3301,BOISE,ID,29661.91
