Comparison_Type,Week_Ending,Current_Season_Week_Ending_Label,Comparison_Group1,Comparison_Group2,Comparison_Group1_Point_Estimate,Comparison_Group2_Point_Estimate,Difference_Estimate,Difference_Estimate_Lower_95_CI,Difference_Estimate_Upper_95_CI,Signficant_at_95_Pct,Comparison_Group1_Sort_Order,Comparison_Group2_Sort_Order
Within Season Age Comparison,04/13/2024,04/13/2024,5-17 years,5-12 years,50.7,53.8,-3.1,-4.61,-1.65,*,5,8
Within Season Age Comparison,04/20/2024,04/20/2024,5-17 years,5-12 years,50.7,53.9,-3.1,-4.61,-1.65,*,5,8
Within Season Age Comparison,04/20/2024,04/20/2024,6 months-4 years,5-12 years,61.8,53.9,7.9,5.85,9.94,*,3,8
Within Season Age Comparison,04/20/2024,04/20/2024,6-23 months,5-12 years,67.1,53.9,13.2,10.32,16.18,*,4,8
Within Season Age Comparison,04/20/2024,04/20/2024,5-11 years,5-12 years,53.8,53.9,0,-1.76,1.66,,6,8
Within Season Age Comparison,04/20/2024,04/20/2024,12-17 years,5-12 years,47.4,53.9,-6.5,-8.21,-4.75,*,7,8
Within Season Age Comparison,04/27/2024,04/27/2024,12-17 years,5-12 years,47.4,54,-6.6,-8.34,-4.85,*,7,8
Within Season Age Comparison,04/27/2024,04/27/2024,5-11 years,5-12 years,53.9,54,0,-1.77,1.72,,6,8
Within Season Age Comparison,04/27/2024,04/27/2024,6-23 months,5-12 years,67.2,54,13.3,10.33,16.23,*,4,8
Within Season Age Comparison,04/27/2024,04/27/2024,6 months-4 years,5-12 years,61.8,54,7.8,5.77,9.88,*,3,8
Within Season Age Comparison,04/27/2024,04/27/2024,5-17 years,5-12 years,50.8,54,-3.2,-4.67,-1.67,*,5,8
Within Season Age Comparison,05/04/2024,05/04/2024,6 months-4 years,5-12 years,63.2,54.2,9,6.69,11.28,*,3,8
Within Season Age Comparison,05/04/2024,05/04/2024,5-17 years,5-12 years,51,54.2,-3.2,-4.79,-1.68,*,5,8
Within Season Age Comparison,05/04/2024,05/04/2024,6-23 months,5-12 years,68.9,54.2,14.7,11.35,18,*,4,8
Within Season Age Comparison,05/04/2024,05/04/2024,5-11 years,5-12 years,54.2,54.2,0,-1.77,1.83,,6,8
Within Season Age Comparison,05/04/2024,05/04/2024,12-17 years,5-12 years,47.6,54.2,-6.6,-8.39,-4.79,*,7,8
Within Season Age Comparison,05/11/2024,05/11/2024,12-17 years,5-12 years,47.6,54.2,-6.6,-8.39,-4.79,*,7,8
Within Season Age Comparison,05/11/2024,05/11/2024,5-11 years,5-12 years,54.2,54.2,0,-1.77,1.83,,6,8
Within Season Age Comparison,05/11/2024,05/11/2024,6-23 months,5-12 years,68.9,54.2,14.7,11.35,18,*,4,8
Within Season Age Comparison,05/11/2024,05/11/2024,5-17 years,5-12 years,51,54.2,-3.2,-4.79,-1.68,*,5,8
Within Season Age Comparison,05/11/2024,05/11/2024,6 months-4 years,5-12 years,63.2,54.2,9,6.69,11.28,*,3,8
Within Season Age Comparison,10/07/2023,10/07/2023,6 months-4 years,5-17 years,21.7,16.9,4.8,3.45,6.13,*,3,5
Within Season Age Comparison,10/07/2023,10/07/2023,6-23 months,5-17 years,24.4,16.9,7.5,5.26,9.74,*,4,5
Within Season Age Comparison,10/14/2023,10/14/2023,6-23 months,5-17 years,28.2,19.6,8.6,5.88,11.34,*,4,5
Within Season Age Comparison,10/14/2023,10/14/2023,6 months-4 years,5-17 years,24.9,19.6,5.3,3.68,6.86,*,3,5
Within Season Age Comparison,10/21/2023,10/21/2023,6 months-4 years,5-17 years,28.8,23.4,5.4,3.37,7.46,*,3,5
Within Season Age Comparison,10/21/2023,10/21/2023,6-23 months,5-17 years,34.8,23.4,11.4,7.41,15.33,*,4,5
Within Season Age Comparison,10/28/2023,10/28/2023,6-23 months,5-17 years,37.7,25,12.7,8.08,17.23,*,4,5
Within Season Age Comparison,10/28/2023,10/28/2023,6 months-4 years,5-17 years,30.6,25,5.5,3.22,7.83,*,3,5
Within Season Age Comparison,11/04/2023,11/04/2023,6 months-4 years,5-17 years,38.3,33,5.2,3.85,6.64,*,3,5
Within Season Age Comparison,11/04/2023,11/04/2023,6-23 months,5-17 years,40.4,33,7.3,5.14,9.52,*,4,5
Within Season Age Comparison,11/11/2023,11/11/2023,6-23 months,5-17 years,43.5,34.9,8.6,5.53,11.61,*,4,5
Within Season Age Comparison,11/11/2023,11/11/2023,6 months-4 years,5-17 years,40.7,34.9,5.8,4.09,7.51,*,3,5
Within Season Age Comparison,11/18/2023,11/18/2023,6 months-4 years,5-17 years,42.1,36.5,5.7,3.95,7.38,*,3,5
Within Season Age Comparison,11/18/2023,11/18/2023,6-23 months,5-17 years,44.6,36.5,8.2,5.48,10.9,*,4,5
Within Season Age Comparison,11/25/2023,11/25/2023,6-23 months,5-17 years,46.8,37.2,9.5,5.91,13.12,*,4,5
Within Season Age Comparison,11/25/2023,11/25/2023,6 months-4 years,5-17 years,43.1,37.2,5.9,3.91,7.81,*,3,5
Within Season Age Comparison,12/02/2023,12/02/2023,6 months-4 years,5-17 years,47.8,41.9,5.8,4.44,7.25,*,3,5
Within Season Age Comparison,12/02/2023,12/02/2023,6-23 months,5-17 years,51.3,41.9,9.4,7.24,11.47,*,4,5
Within Season Age Comparison,12/09/2023,12/09/2023,6-23 months,5-17 years,52,42.4,9.6,7.31,11.86,*,4,5
Within Season Age Comparison,12/09/2023,12/09/2023,6 months-4 years,5-17 years,48.1,42.4,5.7,4.22,7.14,*,3,5
Within Season Age Comparison,12/16/2023,12/16/2023,6 months-4 years,5-17 years,48.4,42.9,5.5,3.96,7.07,*,3,5
Within Season Age Comparison,12/16/2023,12/16/2023,6-23 months,5-17 years,52.2,42.9,9.2,6.91,11.59,*,4,5
Within Season Age Comparison,12/23/2023,12/23/2023,6-23 months,5-17 years,52.6,43.4,9.3,6.84,11.72,*,4,5
Within Season Age Comparison,12/23/2023,12/23/2023,6 months-4 years,5-17 years,48.9,43.4,5.5,3.88,7.12,*,3,5
Within Season Age Comparison,12/30/2023,12/30/2023,6 months-4 years,5-17 years,48.9,43.4,5.5,3.87,7.11,*,3,5
Within Season Age Comparison,12/30/2023,12/30/2023,6-23 months,5-17 years,52.6,43.4,9.3,6.81,11.69,*,4,5
Within Season Age Comparison,01/06/2024,01/06/2024,6-23 months,5-17 years,58.1,45.9,12.2,9.79,14.59,*,4,5
Within Season Age Comparison,01/06/2024,01/06/2024,6 months-4 years,5-17 years,54.6,45.9,8.7,7.07,10.35,*,3,5
Within Season Age Comparison,01/13/2024,01/13/2024,6 months-4 years,5-17 years,55.1,46.2,9,7.28,10.64,*,3,5
Within Season Age Comparison,01/13/2024,01/13/2024,6-23 months,5-17 years,58.3,46.2,12.1,9.61,14.52,*,4,5
Within Season Age Comparison,01/20/2024,01/20/2024,6-23 months,5-17 years,59.6,46.4,13.2,10.57,15.88,*,4,5
Within Season Age Comparison,01/20/2024,01/20/2024,6 months-4 years,5-17 years,55.9,46.4,9.5,7.8,11.19,*,3,5
Within Season Age Comparison,01/27/2024,01/27/2024,6 months-4 years,5-17 years,56.4,46.6,9.8,7.99,11.58,*,3,5
Within Season Age Comparison,01/27/2024,01/27/2024,6-23 months,5-17 years,60.5,46.6,13.9,10.98,16.78,*,4,5
Within Season Age Comparison,02/03/2024,02/03/2024,6-23 months,5-17 years,61.6,48,13.6,11.1,16.11,*,4,5
Within Season Age Comparison,02/03/2024,02/03/2024,6 months-4 years,5-17 years,57.2,48,9.2,7.56,10.86,*,3,5
Within Season Age Comparison,02/10/2024,02/10/2024,6 months-4 years,5-17 years,57.5,48.5,9,7.33,10.74,*,3,5
Within Season Age Comparison,02/10/2024,02/10/2024,6-23 months,5-17 years,62.3,48.5,13.8,11.17,16.48,*,4,5
Within Season Age Comparison,02/17/2024,02/17/2024,6-23 months,5-17 years,63.4,48.5,14.9,11.99,17.77,*,4,5
Within Season Age Comparison,02/17/2024,02/17/2024,6 months-4 years,5-17 years,58.3,48.5,9.8,8,11.57,*,3,5
Within Season Age Comparison,02/24/2024,02/24/2024,6 months-4 years,5-17 years,58.3,48.5,9.8,8.03,11.6,*,3,5
Within Season Age Comparison,02/24/2024,02/24/2024,6-23 months,5-17 years,63.5,48.5,15,12.06,17.85,*,4,5
Within Season Age Comparison,03/02/2024,03/02/2024,6-23 months,5-17 years,65.1,49.6,15.5,12.81,18.26,*,4,5
Within Season Age Comparison,03/02/2024,03/02/2024,6 months-4 years,5-17 years,59.8,49.6,10.2,8.43,11.96,*,3,5
Within Season Age Comparison,03/09/2024,03/09/2024,6 months-4 years,5-17 years,60,49.6,10.4,8.57,12.16,*,3,5
Within Season Age Comparison,03/09/2024,03/09/2024,6-23 months,5-17 years,65.2,49.6,15.5,12.81,18.27,*,4,5
Within Season Age Comparison,03/16/2024,03/16/2024,6-23 months,5-17 years,65.2,49.6,15.5,12.79,18.25,*,4,5
Within Season Age Comparison,03/16/2024,03/16/2024,6 months-4 years,5-17 years,60.2,49.6,10.6,8.79,12.37,*,3,5
Within Season Age Comparison,03/23/2024,03/23/2024,6 months-4 years,5-17 years,60.4,49.9,10.4,8.63,12.24,*,3,5
Within Season Age Comparison,03/23/2024,03/23/2024,6-23 months,5-17 years,65.2,49.9,15.2,12.5,17.97,*,4,5
Within Season Age Comparison,03/30/2024,03/30/2024,6-23 months,5-17 years,65.2,50,15.3,12.55,18.03,*,4,5
Within Season Age Comparison,03/30/2024,03/30/2024,6 months-4 years,5-17 years,60.4,50,10.4,8.63,12.24,*,3,5
Within Season Age Comparison,04/06/2024,04/06/2024,6 months-4 years,5-17 years,61.6,50.7,10.9,8.98,12.82,*,3,5
Within Season Age Comparison,04/06/2024,04/06/2024,6-23 months,5-17 years,67.1,50.7,16.5,13.6,19.3,*,4,5
Within Season Age Comparison,04/13/2024,04/13/2024,6-23 months,5-17 years,67.1,50.7,16.4,13.58,19.28,*,4,5
Within Season Age Comparison,04/13/2024,04/13/2024,6 months-4 years,5-17 years,61.6,50.7,10.9,8.95,12.79,*,3,5
Within Season Age Comparison,04/20/2024,04/20/2024,6 months-4 years,5-17 years,61.8,50.7,11,9.1,12.95,*,3,5
Within Season Age Comparison,04/20/2024,04/20/2024,6-23 months,5-17 years,67.1,50.7,16.4,13.53,19.22,*,4,5
Within Season Age Comparison,04/27/2024,04/27/2024,6-23 months,5-17 years,67.2,50.8,16.4,13.59,19.31,*,4,5
Within Season Age Comparison,04/27/2024,04/27/2024,6 months-4 years,5-17 years,61.8,50.8,11,9.07,12.93,*,3,5
Within Season Age Comparison,05/04/2024,05/04/2024,6 months-4 years,5-17 years,63.2,51,12.2,10.04,14.4,*,3,5
Within Season Age Comparison,05/04/2024,05/04/2024,6-23 months,5-17 years,68.9,51,17.9,14.66,21.16,*,4,5
Within Season Age Comparison,05/11/2024,05/11/2024,6-23 months,5-17 years,68.9,51,17.9,14.66,21.16,*,4,5
Within Season Age Comparison,05/11/2024,05/11/2024,6 months-4 years,5-17 years,63.2,51,12.2,10.04,14.4,*,3,5
Within Season Age Comparison,10/07/2023,10/07/2023,6 months-4 years,6-23 months,21.7,24.4,-2.7,-5.15,-0.28,*,3,4
Within Season Age Comparison,10/14/2023,10/14/2023,6 months-4 years,6-23 months,24.9,28.2,-3.3,-6.28,-0.4,*,3,4
Within Season Age Comparison,10/21/2023,10/21/2023,6 months-4 years,6-23 months,28.8,34.8,-6,-10.17,-1.74,*,3,4
Within Season Age Comparison,10/28/2023,10/28/2023,6 months-4 years,6-23 months,30.6,37.7,-7.1,-11.97,-2.28,*,3,4
Within Season Age Comparison,11/04/2023,11/04/2023,6 months-4 years,6-23 months,38.3,40.4,-2.1,-4.5,0.33,,3,4
Within Season Age Comparison,11/11/2023,11/11/2023,6 months-4 years,6-23 months,40.7,43.5,-2.8,-6.05,0.51,,3,4
Within Season Age Comparison,11/18/2023,11/18/2023,6 months-4 years,6-23 months,42.1,44.6,-2.5,-5.45,0.39,,3,4
Within Season Age Comparison,11/25/2023,11/25/2023,6 months-4 years,6-23 months,43.1,46.8,-3.7,-7.48,0.17,,3,4
Within Season Age Comparison,12/02/2023,12/02/2023,6 months-4 years,6-23 months,47.8,51.3,-3.5,-5.82,-1.19,*,3,4
Within Season Age Comparison,12/09/2023,12/09/2023,6 months-4 years,6-23 months,48.1,52,-3.9,-6.37,-1.44,*,3,4
Within Season Age Comparison,12/16/2023,12/16/2023,6 months-4 years,6-23 months,48.4,52.2,-3.7,-6.24,-1.23,*,3,4
Within Season Age Comparison,12/23/2023,12/23/2023,6 months-4 years,6-23 months,48.9,52.6,-3.8,-6.41,-1.13,*,3,4
Within Season Age Comparison,12/30/2023,12/30/2023,6 months-4 years,6-23 months,48.9,52.6,-3.8,-6.4,-1.12,*,3,4
Within Season Age Comparison,01/06/2024,01/06/2024,6 months-4 years,6-23 months,54.6,58.1,-3.5,-6.15,-0.8,*,3,4
Within Season Age Comparison,01/13/2024,01/13/2024,6 months-4 years,6-23 months,55.1,58.3,-3.1,-5.84,-0.37,*,3,4
Within Season Age Comparison,01/20/2024,01/20/2024,6 months-4 years,6-23 months,55.9,59.6,-3.7,-6.66,-0.79,*,3,4
Within Season Age Comparison,01/27/2024,01/27/2024,6 months-4 years,6-23 months,56.4,60.5,-4.1,-7.29,-0.91,*,3,4
Within Season Age Comparison,02/03/2024,02/03/2024,6 months-4 years,6-23 months,57.2,61.6,-4.4,-7.16,-1.63,*,3,4
Within Season Age Comparison,02/10/2024,02/10/2024,6 months-4 years,6-23 months,57.5,62.3,-4.8,-7.69,-1.89,*,3,4
Within Season Age Comparison,02/17/2024,02/17/2024,6 months-4 years,6-23 months,58.3,63.4,-5.1,-8.27,-1.93,*,3,4
Within Season Age Comparison,02/24/2024,02/24/2024,6 months-4 years,6-23 months,58.3,63.5,-5.1,-8.32,-1.97,*,3,4
Within Season Age Comparison,03/02/2024,03/02/2024,6 months-4 years,6-23 months,59.8,65.1,-5.3,-8.33,-2.34,*,3,4
Within Season Age Comparison,03/09/2024,03/09/2024,6 months-4 years,6-23 months,60,65.2,-5.2,-8.19,-2.16,*,3,4
Within Season Age Comparison,03/16/2024,03/16/2024,6 months-4 years,6-23 months,60.2,65.2,-4.9,-7.95,-1.93,*,3,4
Within Season Age Comparison,03/23/2024,03/23/2024,6 months-4 years,6-23 months,60.4,65.2,-4.8,-7.82,-1.79,*,3,4
Within Season Age Comparison,03/30/2024,03/30/2024,6 months-4 years,6-23 months,60.4,65.2,-4.9,-7.87,-1.84,*,3,4
Within Season Age Comparison,04/06/2024,04/06/2024,6 months-4 years,6-23 months,61.6,67.1,-5.6,-8.73,-2.38,*,3,4
Within Season Age Comparison,04/13/2024,04/13/2024,6 months-4 years,6-23 months,61.6,67.1,-5.6,-8.73,-2.38,*,3,4
Within Season Age Comparison,04/20/2024,04/20/2024,6 months-4 years,6-23 months,61.8,67.1,-5.4,-8.53,-2.18,*,3,4
Within Season Age Comparison,04/27/2024,04/27/2024,6 months-4 years,6-23 months,61.8,67.2,-5.5,-8.64,-2.26,*,3,4
Within Season Age Comparison,05/04/2024,05/04/2024,6 months-4 years,6-23 months,63.2,68.9,-5.7,-9.35,-2.03,*,3,4
Within Season Age Comparison,05/11/2024,05/11/2024,6 months-4 years,6-23 months,63.2,68.9,-5.7,-9.35,-2.03,*,3,4
Within Season Mother's Education Comparison,10/07/2023,10/07/2023,High school or equivalent,>= College degree,17.3,18.7,-1.3,-2.87,0.19,,11,13
Within Season Mother's Education Comparison,10/07/2023,10/07/2023,Less than high school,>= College degree,21.7,18.7,3.1,0.84,5.28,*,10,13
Within Season Mother's Education Comparison,10/07/2023,10/07/2023,Some college,>= College degree,15.1,18.7,-3.5,-4.91,-2.11,*,12,13
Within Season Mother's Education Comparison,10/14/2023,10/14/2023,Some college,>= College degree,17,22.5,-5.6,-7.25,-3.9,*,12,13
Within Season Mother's Education Comparison,10/14/2023,10/14/2023,Less than high school,>= College degree,22.8,22.5,0.2,-2.23,2.67,,10,13
Within Season Mother's Education Comparison,10/14/2023,10/14/2023,High school or equivalent,>= College degree,19.2,22.5,-3.3,-5.27,-1.39,*,11,13
Within Season Mother's Education Comparison,10/21/2023,10/21/2023,High school or equivalent,>= College degree,21,28.2,-7.1,-9.38,-4.86,*,11,13
Within Season Mother's Education Comparison,10/21/2023,10/21/2023,Less than high school,>= College degree,24.7,28.2,-3.5,-6.26,-0.78,*,10,13
Within Season Mother's Education Comparison,10/21/2023,10/21/2023,Some college,>= College degree,19.8,28.2,-8.3,-10.5,-6.16,*,12,13
Within Season Mother's Education Comparison,10/28/2023,10/28/2023,Some college,>= College degree,21.5,30.2,-8.7,-11.23,-6.14,*,12,13
Within Season Mother's Education Comparison,10/28/2023,10/28/2023,Less than high school,>= College degree,24.7,30.2,-5.5,-8.34,-2.61,*,10,13
Within Season Mother's Education Comparison,10/28/2023,10/28/2023,High school or equivalent,>= College degree,22.3,30.2,-7.8,-10.4,-5.23,*,11,13
Within Season Mother's Education Comparison,11/04/2023,11/04/2023,High school or equivalent,>= College degree,26.7,40.9,-14.3,-15.73,-12.79,*,11,13
Within Season Mother's Education Comparison,11/04/2023,11/04/2023,Less than high school,>= College degree,32.5,40.9,-8.5,-10.74,-6.19,*,10,13
Within Season Mother's Education Comparison,11/04/2023,11/04/2023,Some college,>= College degree,27.1,40.9,-13.9,-15.3,-12.4,*,12,13
Within Season Mother's Education Comparison,11/11/2023,11/11/2023,Some college,>= College degree,28.4,43.7,-15.2,-17.03,-13.46,*,12,13
Within Season Mother's Education Comparison,11/11/2023,11/11/2023,Less than high school,>= College degree,32.5,43.7,-11.2,-13.59,-8.81,*,10,13
Within Season Mother's Education Comparison,11/11/2023,11/11/2023,High school or equivalent,>= College degree,27.9,43.7,-15.8,-17.6,-14.01,*,11,13
Within Season Mother's Education Comparison,11/18/2023,11/18/2023,High school or equivalent,>= College degree,28.8,46.3,-17.5,-19.43,-15.48,*,11,13
Within Season Mother's Education Comparison,11/18/2023,11/18/2023,Less than high school,>= College degree,32.6,46.3,-13.7,-16.21,-11.24,*,10,13
Within Season Mother's Education Comparison,11/18/2023,11/18/2023,Some college,>= College degree,28.8,46.3,-17.5,-19.42,-15.64,*,12,13
Within Season Mother's Education Comparison,11/25/2023,11/25/2023,Some college,>= College degree,29.2,47.2,-18,-20.11,-15.97,*,12,13
Within Season Mother's Education Comparison,11/25/2023,11/25/2023,Less than high school,>= College degree,34.3,47.2,-12.9,-16.31,-9.53,*,10,13
Within Season Mother's Education Comparison,11/25/2023,11/25/2023,High school or equivalent,>= College degree,29.8,47.2,-17.5,-19.74,-15.17,*,11,13
Within Season Mother's Education Comparison,12/02/2023,12/02/2023,High school or equivalent,>= College degree,34.3,51.6,-17.3,-19.02,-15.6,*,11,13
Within Season Mother's Education Comparison,12/02/2023,12/02/2023,Less than high school,>= College degree,41.4,51.6,-10.2,-12.81,-7.53,*,10,13
Within Season Mother's Education Comparison,12/02/2023,12/02/2023,Some college,>= College degree,34.4,51.6,-17.2,-18.71,-15.63,*,12,13
Within Season Mother's Education Comparison,12/09/2023,12/09/2023,Some college,>= College degree,34.6,52.3,-17.7,-19.3,-16.11,*,12,13
Within Season Mother's Education Comparison,12/09/2023,12/09/2023,Less than high school,>= College degree,42.3,52.3,-10,-13.1,-6.9,*,10,13
Within Season Mother's Education Comparison,12/09/2023,12/09/2023,High school or equivalent,>= College degree,34.4,52.3,-17.9,-19.66,-16.16,*,11,13
Within Season Mother's Education Comparison,12/16/2023,12/16/2023,High school or equivalent,>= College degree,34.9,52.6,-17.7,-19.59,-15.83,*,11,13
Within Season Mother's Education Comparison,12/16/2023,12/16/2023,Less than high school,>= College degree,42.7,52.6,-9.9,-13.01,-6.82,*,10,13
Within Season Mother's Education Comparison,12/16/2023,12/16/2023,Some college,>= College degree,34.7,52.6,-17.9,-19.53,-16.31,*,12,13
Within Season Mother's Education Comparison,12/23/2023,12/23/2023,Some college,>= College degree,34.9,52.8,-18,-19.61,-16.32,*,12,13
Within Season Mother's Education Comparison,12/23/2023,12/23/2023,Less than high school,>= College degree,43.6,52.8,-9.2,-12.55,-5.95,*,10,13
Within Season Mother's Education Comparison,12/23/2023,12/23/2023,High school or equivalent,>= College degree,34.9,52.8,-17.9,-19.82,-16.06,*,11,13
Within Season Mother's Education Comparison,12/30/2023,12/30/2023,High school or equivalent,>= College degree,34.9,52.9,-17.9,-19.83,-16.06,*,11,13
Within Season Mother's Education Comparison,12/30/2023,12/30/2023,Less than high school,>= College degree,43.8,52.9,-9.1,-12.4,-5.76,*,10,13
Within Season Mother's Education Comparison,12/30/2023,12/30/2023,Some college,>= College degree,34.9,52.9,-18,-19.62,-16.33,*,12,13
Within Season Mother's Education Comparison,01/06/2024,01/06/2024,Some college,>= College degree,38.4,56.3,-17.9,-19.77,-16.09,*,12,13
Within Season Mother's Education Comparison,01/06/2024,01/06/2024,Less than high school,>= College degree,47.3,56.3,-9.1,-11.99,-6.18,*,10,13
Within Season Mother's Education Comparison,01/06/2024,01/06/2024,High school or equivalent,>= College degree,38.6,56.3,-17.7,-19.59,-15.9,*,11,13
Within Season Mother's Education Comparison,01/13/2024,01/13/2024,High school or equivalent,>= College degree,38.8,56.7,-17.9,-19.81,-16.08,*,11,13
Within Season Mother's Education Comparison,01/13/2024,01/13/2024,Less than high school,>= College degree,47.3,56.7,-9.4,-12.33,-6.5,*,10,13
Within Season Mother's Education Comparison,01/13/2024,01/13/2024,Some college,>= College degree,39,56.7,-17.7,-19.55,-15.87,*,12,13
Within Season Mother's Education Comparison,01/20/2024,01/20/2024,Some college,>= College degree,39.4,56.9,-17.5,-19.35,-15.73,*,12,13
Within Season Mother's Education Comparison,01/20/2024,01/20/2024,Less than high school,>= College degree,47.3,56.9,-9.6,-12.55,-6.73,*,10,13
Within Season Mother's Education Comparison,01/20/2024,01/20/2024,High school or equivalent,>= College degree,39.5,56.9,-17.5,-19.43,-15.5,*,11,13
Within Season Mother's Education Comparison,01/27/2024,01/27/2024,High school or equivalent,>= College degree,40.2,57.2,-17,-19.2,-14.8,*,11,13
Within Season Mother's Education Comparison,01/27/2024,01/27/2024,Less than high school,>= College degree,47.3,57.2,-9.9,-12.88,-7.01,*,10,13
Within Season Mother's Education Comparison,01/27/2024,01/27/2024,Some college,>= College degree,39.4,57.2,-17.8,-19.66,-15.97,*,12,13
Within Season Mother's Education Comparison,02/03/2024,02/03/2024,Some college,>= College degree,40,58.6,-18.6,-20.38,-16.88,*,12,13
Within Season Mother's Education Comparison,02/03/2024,02/03/2024,Less than high school,>= College degree,51.3,58.6,-7.3,-10.46,-4.15,*,10,13
Within Season Mother's Education Comparison,02/03/2024,02/03/2024,High school or equivalent,>= College degree,41.5,58.6,-17.1,-19.06,-15.1,*,11,13
Within Season Mother's Education Comparison,02/10/2024,02/10/2024,High school or equivalent,>= College degree,41.7,58.6,-16.9,-18.9,-14.91,*,11,13
Within Season Mother's Education Comparison,02/10/2024,02/10/2024,Less than high school,>= College degree,51.4,58.6,-7.2,-10.37,-4.05,*,10,13
Within Season Mother's Education Comparison,02/10/2024,02/10/2024,Some college,>= College degree,40.3,58.6,-18.4,-20.14,-16.61,*,12,13
Within Season Mother's Education Comparison,02/17/2024,02/17/2024,Some college,>= College degree,40.6,58.8,-18.2,-20.08,-16.39,*,12,13
Within Season Mother's Education Comparison,02/17/2024,02/17/2024,Less than high school,>= College degree,51.4,58.8,-7.4,-10.59,-4.26,*,10,13
Within Season Mother's Education Comparison,02/17/2024,02/17/2024,High school or equivalent,>= College degree,42.3,58.8,-16.5,-18.63,-14.44,*,11,13
Within Season Mother's Education Comparison,02/24/2024,02/24/2024,High school or equivalent,>= College degree,42.3,58.8,-16.5,-18.63,-14.44,*,11,13
Within Season Mother's Education Comparison,02/24/2024,02/24/2024,Less than high school,>= College degree,51.4,58.8,-7.4,-10.59,-4.26,*,10,13
Within Season Mother's Education Comparison,02/24/2024,02/24/2024,Some college,>= College degree,40.6,58.8,-18.2,-20.05,-16.36,*,12,13
Within Season Mother's Education Comparison,03/02/2024,03/02/2024,Some college,>= College degree,42.1,59.7,-17.7,-19.53,-15.79,*,12,13
Within Season Mother's Education Comparison,03/02/2024,03/02/2024,Less than high school,>= College degree,54.7,59.7,-5,-8.42,-1.64,*,10,13
Within Season Mother's Education Comparison,03/02/2024,03/02/2024,High school or equivalent,>= College degree,43.7,59.7,-16,-18.13,-13.94,*,11,13
Within Season Mother's Education Comparison,03/09/2024,03/09/2024,High school or equivalent,>= College degree,43.7,59.8,-16.1,-18.23,-14.04,*,11,13
Within Season Mother's Education Comparison,03/09/2024,03/09/2024,Less than high school,>= College degree,54.7,59.8,-5.1,-8.49,-1.7,*,10,13
Within Season Mother's Education Comparison,03/09/2024,03/09/2024,Some college,>= College degree,42.1,59.8,-17.7,-19.56,-15.8,*,12,13
