Title,Author(s),Journal,Fiscal Year,Publication Year,DOI Link,All Authors,Category Topics,Journal Information,Keyword Search Expanded,URL,Row
"Breast cancer screening among low-income or uninsured women: results from the National Breast and Cervical Cancer Early Detection Program, July 1995 to March 2002 (United States).","Eheman CR, Benard VB, Blackman D, Lawson HW, Anderson C, Helsel W, Lee NC.",Cancer Causes and Control,2006,2006,,"Eheman CR, Benard VB, Blackman D, Lawson HW, Anderson C, Helsel W, Lee NC.",Breast Cancer,Journal: Cancer Causes and Control (Volume: 17; Issue: 1; Pages: 29 - 38),"Breast cancer screening among low-income or uninsured women: results from the National Breast and Cervical Cancer Early Detection Program, July 1995 to March 2002 (United States).|Eheman CR|Benard VB, Blackman D, Lawson HW, Anderson C, Helsel W, Lee NC.|Cancer Causes and Control|17",http://www.ncbi.nlm.nih.gov/pubmed/16411050,209
"Breast cancer screening among women by nativity, birthplace, and length of time in the United States.","Clarke TC, Endeshaw M, Duran D, Saraiya M.",National Health Statistics Reports,2020,2019,,"Clarke TC, Endeshaw M, Duran D, Saraiya M.",Breast Cancer,Journal: National Health Statistics Reports (Volume: 129; Issue: ; Pages: 11 - 15),"Breast cancer screening among women by nativity, birthplace, and length of time in the United States.|Clarke TC|Endeshaw M, Duran D, Saraiya M.|National Health Statistics Reports|129",https://www.ncbi.nlm.nih.gov/pubmed/31751203,210
"Breast cancer screening among women with Medicaid, 2006–2008: a multilevel analysis.","Mobley LR, Subramanian S, Tangka FK, Hoover S, Wang J, Hall IJ, Singh SD.",Journal of Racial and Ethnic Health Disparities,2016,2016,https://dx.doi.org/10.1007/s40615-016-0245-9,"Mobley LR, Subramanian S, Tangka FK, Hoover S, Wang J, Hall IJ, Singh SD.",Breast Cancer,Journal: Journal of Racial and Ethnic Health Disparities (Volume: 4; Issue: 3; Pages: 446 - 454),"Breast cancer screening among women with Medicaid, 2006–2008: a multilevel analysis.|Mobley LR|Subramanian S, Tangka FK, Hoover S, Wang J, Hall IJ, Singh SD.|Journal of Racial and Ethnic Health Disparities|4",http://www.ncbi.nlm.nih.gov/pubmed/27287274,211
"Breast cancer screening and socioeconomic status—35 metropolitan areas, 2000 and 2002.","Coughlin SS, King J, Richards TB, Ekwueme DU.",MMWR,2006,2005,,"Coughlin SS, King J, Richards TB, Ekwueme DU.",Breast Cancer,Journal: MMWR (Volume: 54; Issue: 39; Pages: 981 - 985),"Breast cancer screening and socioeconomic status—35 metropolitan areas, 2000 and 2002.|Coughlin SS|King J, Richards TB, Ekwueme DU.|MMWR|54",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5439a2.htm,212
"Breast cancer screening beliefs, recommendations, and practices: primary care physicians in the United States.","Meissner HI, Klabunde CN, Han PK, Benard VB, Breen N.",Cancer,2011,2011,,"Meissner HI, Klabunde CN, Han PK, Benard VB, Breen N.",Breast Cancer,Journal: Cancer (Volume: ; Issue: ; Pages:  - ),"Breast cancer screening beliefs, recommendations, and practices: primary care physicians in the United States.|Meissner HI|Klabunde CN, Han PK, Benard VB, Breen N.|Cancer|",http://www.ncbi.nlm.nih.gov/pubmed/21246531,213
"Breast cancer screening practices among women in the United States, 2000.","Coughlin SS, Uhler RJ, Bobo JK, Caplan L.",Cancer Causes and Control,2004,2004,,"Coughlin SS, Uhler RJ, Bobo JK, Caplan L.",Breast Cancer,Journal: Cancer Causes and Control (Volume: 15; Issue: 2; Pages: 159 - 170),"Breast cancer screening practices among women in the United States, 2000.|Coughlin SS|Uhler RJ, Bobo JK, Caplan L.|Cancer Causes and Control|15",http://www.ncbi.nlm.nih.gov/pubmed/15017128,214
"Breast cancer survival among males by race, ethnicity, age, geographic region, and stage—United States, 2007–2016","Ellington TD, Henley SJ, Wilson RJ, Miller JW",MMWR,2020,2020,https://dx.doi.org/10.15585/mmwr.mm6941a2,"Ellington TD, Henley SJ, Wilson RJ, Miller JW",Breast Cancer,Journal: MMWR (Volume: 69; Issue: 41; Pages: 148 - 484),"Breast cancer survival among males by race, ethnicity, age, geographic region, and stage—United States, 2007–2016|Ellington TD|Henley SJ, Wilson RJ, Miller JW|MMWR|69",https://www.cdc.gov/mmwr/volumes/69/wr/mm6941a2.htm,215
Breast cancer survival in the U.S. and Europe: A CONCORD high-resolution study.,"Allemani C, Sant M, Weir HK, Richardson LC, Baili P, Storm H, Siesling S, Torrella-Ramos A, Voogd AC, Aareleid T, Ardanaz E, Berrino F, Bielska-Lasota M, Bolick S, Cirilli C, Colonna M, Contiero P, Cress R, Crocetti E, Fulton JP, Grosclaude P, Hakulinen T, Izarzugaza MI, Malmström P, Peignaux K, Primic-Žakelj M, Rachtan J, Diba CS, Sánchez MJ, Schymura MJ, Shen T, Traina A, Tryggvadottir L, Tumino R, Velten M, Vercelli M, Wolf HJ, Woronoff AS, Wu X, Coleman MP.",International Journal of Cancer,2012,2012,https://dx.doi.org/10.1002/ijc.27725,"Allemani C, Sant M, Weir HK, Richardson LC, Baili P, Storm H, Siesling S, Torrella-Ramos A, Voogd AC, Aareleid T, Ardanaz E, Berrino F, Bielska-Lasota M, Bolick S, Cirilli C, Colonna M, Contiero P, Cress R, Crocetti E, Fulton JP, Grosclaude P, Hakulinen T, Izarzugaza MI, Malmström P, Peignaux K, Primic-Žakelj M, Rachtan J, Diba CS, Sánchez MJ, Schymura MJ, Shen T, Traina A, Tryggvadottir L, Tumino R, Velten M, Vercelli M, Wolf HJ, Woronoff AS, Wu X, Coleman MP.",Breast Cancer,Journal: International Journal of Cancer (Volume: ; Issue: ; Pages:  - ),"Breast cancer survival in the U.S. and Europe: A CONCORD high-resolution study.|Allemani C|Sant M, Weir HK, Richardson LC, Baili P, Storm H, Siesling S, Torrella-Ramos A, Voogd AC, Aareleid T, Ardanaz E, Berrino F, Bielska-Lasota M, Bolick S, Cirilli C, Colonna M, Contiero P, Cress R, Crocetti E, Fulton JP, Grosclaude P, Hakulinen T, Izarzugaza MI, Malmström P, Peignaux K, Primic-Žakelj M, Rachtan J, Diba CS, Sánchez MJ, Schymura MJ, Shen T, Traina A, Tryggvadottir L, Tumino R, Velten M, Vercelli M, Wolf HJ, Woronoff AS, Wu X, Coleman MP.|International Journal of Cancer|",http://www.ncbi.nlm.nih.gov/pubmed/22815141,216
"Breast cancer treatment costs in younger, privately insured women.","Allaire BT, Ekwueme DU, Poehler D, Thomas CC, Guy GP Jr, Subramanian S, Trogdon JG.",Breast Cancer Research and Treatment,2017,2017,https://dx.doi.org/10.1007/s10549-017-4249-x,"Allaire BT, Ekwueme DU, Poehler D, Thomas CC, Guy GP Jr, Subramanian S, Trogdon JG.",Breast Cancer,Journal: Breast Cancer Research and Treatment (Volume: 164; Issue: 2; Pages: 429 - 436),"Breast cancer treatment costs in younger, privately insured women.|Allaire BT|Ekwueme DU, Poehler D, Thomas CC, Guy GP Jr, Subramanian S, Trogdon JG.|Breast Cancer Research and Treatment|164",https://www.ncbi.nlm.nih.gov/pubmed/28432514,217
Breast cancer-related employment disruption and financial hardship in the Sister Study.,"Meernik C., Sandler DP, Peipins LA, Hodgson ME, Blinder VS, Wheeler SB, Nichols HB.",JNCI Cancer Spectrum,2021,2021,https://dx.doi.org/10.1093/jncics/pkab024,"Meernik C., Sandler DP, Peipins LA, Hodgson ME, Blinder VS, Wheeler SB, Nichols HB.",Breast Cancer,Journal: JNCI Cancer Spectrum (Volume: 5; Issue: 3; Pages:  - ),"Breast cancer-related employment disruption and financial hardship in the Sister Study.|Meernik C.|Sandler DP, Peipins LA, Hodgson ME, Blinder VS, Wheeler SB, Nichols HB.|JNCI Cancer Spectrum|5",https://pubmed.ncbi.nlm.nih.gov/34104865/,218
Breast cancer-related perceptions and practices of health professionals working in Brazil's network of primary care units.,"Hallowell BD, Puricelli Perin DM, Simoes EJ, Paez DC, Parra DC, Brownson RC, Saraiya M.",Preventive Medicine,2018,2017,https://dx.doi.org/10.1016/j.ypmed.2017.11.002,"Hallowell BD, Puricelli Perin DM, Simoes EJ, Paez DC, Parra DC, Brownson RC, Saraiya M.",Breast Cancer,Journal: Preventive Medicine (Volume: 106; Issue: ; Pages: 216 - 223),"Breast cancer-related perceptions and practices of health professionals working in Brazil's network of primary care units.|Hallowell BD|Puricelli Perin DM, Simoes EJ, Paez DC, Parra DC, Brownson RC, Saraiya M.|Preventive Medicine|106",https://www.ncbi.nlm.nih.gov/pubmed/29128409,219
"Breast cancer-screening data for assessing quality of services—New York State, 2000-2003.","Hutton BJ, Bradt EK, Chen JH, Gobrecht P, O'Connell J, Pedulla A, Signorelli T, Bisner S, Hoffman DP, Lawson HW.",MMWR,2004,2004,,"Hutton BJ, Bradt EK, Chen JH, Gobrecht P, O'Connell J, Pedulla A, Signorelli T, Bisner S, Hoffman DP, Lawson HW.",Breast Cancer,Journal: MMWR (Volume: 53; Issue: 21; Pages: 455 - 457),"Breast cancer-screening data for assessing quality of services—New York State, 2000-2003.|Hutton BJ|Bradt EK, Chen JH, Gobrecht P, O'Connell J, Pedulla A, Signorelli T, Bisner S, Hoffman DP, Lawson HW.|MMWR|53",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5321a3.htm,220
Breast MRI use uncommon among U.S. women.,"Miller JW, Sabatino S, Thompson TD, Breen N, White MC, Ryerson AB, Taplin SH, Ballard-Barbash R.","Cancer Epidemiology, Biomarkers and Prevention",2013,2012,https://dx.doi.org/10.1158/1055-9965.EPI-12-0967,"Miller JW, Sabatino S, Thompson TD, Breen N, White MC, Ryerson AB, Taplin SH, Ballard-Barbash R.",Breast Cancer,"Journal: Cancer Epidemiology, Biomarkers and Prevention (Volume: 22; Issue: 1; Pages: 159 - 166)","Breast MRI use uncommon among U.S. women.|Miller JW|Sabatino S, Thompson TD, Breen N, White MC, Ryerson AB, Taplin SH, Ballard-Barbash R.|Cancer Epidemiology, Biomarkers and Prevention|22",http://www.ncbi.nlm.nih.gov/pubmed/23155135,221
"Breast, cervical, and colorectal cancer screening test use in the US territories of Guam, Puerto Rico, and the US Virgin Islands.","Gopalani SV, Soman A, Shapiro JA, Miller JW, Ortiz-Ortiz KJ, Castañeda-Avila MA, Buenconsejo-Lum LE, Fredericks LE, Tortolero-Luna G, Saraiya M.",Cancer Epidemiology,2023,2023,https://dx.doi.org/10.1016/j.canep.2023.102371,"Gopalani SV, Soman A, Shapiro JA, Miller JW, Ortiz-Ortiz KJ, Castañeda-Avila MA, Buenconsejo-Lum LE, Fredericks LE, Tortolero-Luna G, Saraiya M.",Breast Cancer,Journal: Cancer Epidemiology (Volume: ; Issue: ; Pages:  - ),"Breast, cervical, and colorectal cancer screening test use in the US territories of Guam, Puerto Rico, and the US Virgin Islands.|Gopalani SV|Soman A, Shapiro JA, Miller JW, Ortiz-Ortiz KJ, Castañeda-Avila MA, Buenconsejo-Lum LE, Fredericks LE, Tortolero-Luna G, Saraiya M.|Cancer Epidemiology|",https://pubmed.ncbi.nlm.nih.gov/37105018/,222
"Breast, cervical, and colorectal carcinoma screening in a demographically defined region of the southern United States.","Coughlin SS, Thompson TD, Seeff L, Richards T, Stallings F.",Cancer,2003,2002,,"Coughlin SS, Thompson TD, Seeff L, Richards T, Stallings F.",Breast Cancer,Journal: Cancer (Volume: 95; Issue: 10; Pages: 221 - 227),"Breast, cervical, and colorectal carcinoma screening in a demographically defined region of the southern United States.|Coughlin SS|Thompson TD, Seeff L, Richards T, Stallings F.|Cancer|95",http://www.ncbi.nlm.nih.gov/pubmed/12412176,223
Breastfeeding and breast cancer risk reduction: implications for Black mothers.,"Anstey EH, Shoemaker ML, Barrera CM, O’Neil ME, Verma AB, Holman DM.",American Journal of Preventive Medicine,2017,2017,https://dx.doi.org/10.1016/j.amepre.2017.04.024,"Anstey EH, Shoemaker ML, Barrera CM, O’Neil ME, Verma AB, Holman DM.",Breast Cancer,Journal: American Journal of Preventive Medicine (Volume: 53; Issue: 351; Pages: S40 - S46),"Breastfeeding and breast cancer risk reduction: implications for Black mothers.|Anstey EH|Shoemaker ML, Barrera CM, O’Neil ME, Verma AB, Holman DM.|American Journal of Preventive Medicine|53",https://www.ncbi.nlm.nih.gov/pubmed/28818244,224
Bridging the gap among clinical practice guidelines for pain management in cancer and sickle cell disease.,"Schatz AA, Oliver TK, Swarm RA, Paice JA, Darbari DS, Dowell D, Meghani SH, Winckworth-Prejsnar K, Bruera E, Plovnick RM, Richardson L, Vapiwala N, Wollins D, Hudis CA, Carlson RW.",JCO Oncology Practice,2020,2020,https://dx.doi.org/10.1200/JOP.19.00675,"Schatz AA, Oliver TK, Swarm RA, Paice JA, Darbari DS, Dowell D, Meghani SH, Winckworth-Prejsnar K, Bruera E, Plovnick RM, Richardson L, Vapiwala N, Wollins D, Hudis CA, Carlson RW.",Other Research,Journal: JCO Oncology Practice (Volume: ; Issue: ; Pages:  - ),"Bridging the gap among clinical practice guidelines for pain management in cancer and sickle cell disease.|Schatz AA|Oliver TK, Swarm RA, Paice JA, Darbari DS, Dowell D, Meghani SH, Winckworth-Prejsnar K, Bruera E, Plovnick RM, Richardson L, Vapiwala N, Wollins D, Hudis CA, Carlson RW.|JCO Oncology Practice|",https://www.ncbi.nlm.nih.gov/pubmed/32255722,225
Bridging the gap in potentially excess deaths between rural and urban counties in the United States.,"Garcia MC, Faul M, Dowling NF, Thomas CC, Iademarco MF.",Public Health Reports,2020,2020,https://dx.doi.org/10.1177/0033354919900890,"Garcia MC, Faul M, Dowling NF, Thomas CC, Iademarco MF.",Rural / Urban Health,Journal: Public Health Reports (Volume: ; Issue: ; Pages:  - ),"Bridging the gap in potentially excess deaths between rural and urban counties in the United States.|Garcia MC|Faul M, Dowling NF, Thomas CC, Iademarco MF.|Public Health Reports|",https://www.ncbi.nlm.nih.gov/pubmed/31968202,226
Building capacity for cervical cancer prevention in U.S.-affiliated Pacific Islands: The Pacific Against Cervical Cancer Project.,"Qin J, Scarinci I, Lu E, Senkomago V, Nguyen DTN, Abonales L, Soin K, Edilyong J, Reichhardt M, Marfel M, Simms K, Canfell K, Maxwell K, Saraiya M, Palafox N.",Journal of Women's Health,2024,2024,https://dx.doi.org/10.1089/jwh.2024.0284,"Qin J, Scarinci I, Lu E, Senkomago V, Nguyen DTN, Abonales L, Soin K, Edilyong J, Reichhardt M, Marfel M, Simms K, Canfell K, Maxwell K, Saraiya M, Palafox N.",Cervical Cancer,Journal: Journal of Women's Health (Volume: ; Issue: ; Pages:  - ),"Building capacity for cervical cancer prevention in U.S.-affiliated Pacific Islands: The Pacific Against Cervical Cancer Project.|Qin J|Scarinci I, Lu E, Senkomago V, Nguyen DTN, Abonales L, Soin K, Edilyong J, Reichhardt M, Marfel M, Simms K, Canfell K, Maxwell K, Saraiya M, Palafox N.|Journal of Women's Health|",https://pubmed.ncbi.nlm.nih.gov/38864276/,227
"Building the infrastructure for nationwide cancer surveillance and control—a comparison between the National Program of Cancer Registries (NPCR) and the Surveillance, Epidemiology, and End Results (SEER) Program (United States).","Wingo PA, Jamison PM, Hiatt RA, Weir HK, Gargiullo PM, Hutton M, Lee NC, and Hall HI.",Cancer Causes and Control,2003,2003,,"Wingo PA, Jamison PM, Hiatt RA, Weir HK, Gargiullo PM, Hutton M, Lee NC, and Hall HI.",NPCR,Journal: Cancer Causes and Control (Volume: 14; Issue: 2; Pages: 175 - 193),"Building the infrastructure for nationwide cancer surveillance and control—a comparison between the National Program of Cancer Registries (NPCR) and the Surveillance, Epidemiology, and End Results (SEER) Program (United States).|Wingo PA|Jamison PM, Hiatt RA, Weir HK, Gargiullo PM, Hutton M, Lee NC, and Hall HI.|Cancer Causes and Control|14",http://www.ncbi.nlm.nih.gov/pubmed/12749723,228
Burden among partner caregivers of patients diagnosed with localized prostate cancer within 1 year after diagnosis: an economic perspective.,"Li C, Zeliadt SB, Hall IJ, Smith JL, Ekwueme DU, Moinpour CM, Penson DF, Thompson IM, Keane TE, Ramsey SD.",Supportive Care in Cancer,2013,2013,https://dx.doi.org/10.1007/s00520-013-1931-3,"Li C, Zeliadt SB, Hall IJ, Smith JL, Ekwueme DU, Moinpour CM, Penson DF, Thompson IM, Keane TE, Ramsey SD.",Cancer Survivorship,Journal: Supportive Care in Cancer (Volume: ; Issue: ; Pages:  - ),"Burden among partner caregivers of patients diagnosed with localized prostate cancer within 1 year after diagnosis: an economic perspective.|Li C|Zeliadt SB, Hall IJ, Smith JL, Ekwueme DU, Moinpour CM, Penson DF, Thompson IM, Keane TE, Ramsey SD.|Supportive Care in Cancer|",http://www.ncbi.nlm.nih.gov/pubmed/23955026,229
"Burden of cervical cancer in the United States, 1998-2003.","Watson M, Saraiya M, Benard V, Coughlin SS, Flowers LC, Cokkinides V, Schwenn M, Huang Y, Giuliano AR.",Cancer,2009,2008,,"Watson M, Saraiya M, Benard V, Coughlin SS, Flowers LC, Cokkinides V, Schwenn M, Huang Y, Giuliano AR.",Cervical Cancer,Journal: Cancer (Volume: 113; Issue: S10; Pages: 285 - 864),"Burden of cervical cancer in the United States, 1998-2003.|Watson M|Saraiya M, Benard V, Coughlin SS, Flowers LC, Cokkinides V, Schwenn M, Huang Y, Giuliano AR.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18980204,230
"Burden of invasive squamous cell carcinoma of the penis in the United States, 1998-2003.","Hernandez BY, Barnholtz-Sloan J, German RR, Giuliano AR, Goodman MT, King JB, Negoita S, Villalon-Gomez JM.",Cancer,2009,2008,,"Hernandez BY, Barnholtz-Sloan J, German RR, Giuliano AR, Goodman MT, King JB, Negoita S, Villalon-Gomez JM.",HPV-Associated Cancers,Journal: Cancer (Volume: 113; Issue: S10; Pages: 288 - 891),"Burden of invasive squamous cell carcinoma of the penis in the United States, 1998-2003.|Hernandez BY|Barnholtz-Sloan J, German RR, Giuliano AR, Goodman MT, King JB, Negoita S, Villalon-Gomez JM.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18980292,231
"Burden of potentially human papillomavirus-associated cancers of the oropharynx and oral cavity in the U.S., 1998-2003.","Ryerson AB, Peters ES, Coughlin SS, Chen VW, Gillison ML, Reichman ME, Wu X, Chaturvedi AK, Kawaoka K.",Cancer,2009,2008,,"Ryerson AB, Peters ES, Coughlin SS, Chen VW, Gillison ML, Reichman ME, Wu X, Chaturvedi AK, Kawaoka K.",HPV-Associated Cancers,Journal: Cancer (Volume: 113; Issue: S10; Pages: 290 - 909),"Burden of potentially human papillomavirus-associated cancers of the oropharynx and oral cavity in the U.S., 1998-2003.|Ryerson AB|Peters ES, Coughlin SS, Chen VW, Gillison ML, Reichman ME, Wu X, Chaturvedi AK, Kawaoka K.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18980273,232
