Table,Select Setting,Value type,Geography,Select Measure,Levels of Measure,Value,SE,Low 95% CI,High 95% CI,Footnote-Value cell,Footnote-Measure Subscript
1,Adult Day Services Center,Number,Kansas,Number of people served,Daily average,20.9,4.9,11.4,30.4,,2
1,Adult Day Services Center,Percent,Kansas,Number of people served,Category 1,,,,,*,3
1,Adult Day Services Center,Percent,Kansas,Number of people served,Category 2,,,,,*,3
1,Adult Day Services Center,Percent,Kansas,Number of people served,Category 3,,,,,*,3
1,Adult Day Services Center,Percent,Kansas,US Census region,Northeast,,,,,...,
1,Adult Day Services Center,Percent,Kansas,US Census region,Midwest,100,0,,,,
1,Adult Day Services Center,Percent,Kansas,US Census region,South,,,,,...,
1,Adult Day Services Center,Percent,Kansas,US Census region,West,,,,,...,
1,Adult Day Services Center,Percent,Kansas,Metropolitan statistical area status,Metropolitan,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Metropolitan statistical area status,Micropolitan,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Metropolitan statistical area status,Neither,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Ownership,For-profit,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Ownership,Nonprofit,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Ownership,Government and other,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Certification,Medicare,,,,,---,
1,Adult Day Services Center,Percent,Kansas,Certification,Medicaid,,,,,*,
1,Adult Day Services Center,Percent,Kansas,Chain affiliated,Chain affiliated,,,,,*,
2,Adult Day Services Center,Number,Kansas,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,75,8.8,57.6,92.3,^,
2,Adult Day Services Center,Ratio,Kansas,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,9.1,1.5,6.2,12.1,^,
2,Adult Day Services Center,Ratio,Kansas,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,10.2,2.7,4.8,15.5,^,
2,Adult Day Services Center,Ratio,Kansas,Ratio of employee type/Total number nursing and social work FTE employees,Aide,78.5,4.4,69.9,87,^,
2,Adult Day Services Center,Ratio,Kansas,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,2.2,1.4,-0.5,5,^,
2,Adult Day Services Center,Percent,Kansas,Any employee FTE,Registered nurse,,,,,*,
2,Adult Day Services Center,Percent,Kansas,Any employee FTE,LPN/LVN,,,,,*,
2,Adult Day Services Center,Percent,Kansas,Any employee FTE,Aide,,,,,*,
2,Adult Day Services Center,Percent,Kansas,Any employee FTE,Social Worker,,,,,*,
2,Adult Day Services Center,Percent,Kansas,Any employee FTE,Activities director,,,,,*,
2,Adult Day Services Center,Ratio,Kansas,Employee FTE hours per user per day,Registered nurse,1.6,0.9,-0.1,3.3,^,
2,Adult Day Services Center,Ratio,Kansas,Employee FTE hours per user per day,LPN/LVN,1.8,0.8,0.1,3.4,^,
2,Adult Day Services Center,Ratio,Kansas,Employee FTE hours per user per day,Aide,4.4,1.5,1.5,7.3,^,
2,Adult Day Services Center,Ratio,Kansas,Employee FTE hours per user per day,Social Worker,0.1,0.1,0,0.3,^,
2,Adult Day Services Center,Ratio,Kansas,Employee FTE hours per user per day,Activities director,0.2,0.1,0,0.3,^,
3,Adult Day Services Center,Percent,Kansas,Services provided,Social work,,,,,*,
3,Adult Day Services Center,Percent,Kansas,Services provided,Mental health or counseling,,,,,*,
3,Adult Day Services Center,Percent,Kansas,Services provided,"Physical, occupational, or speech therapy",,,,,*,
3,Adult Day Services Center,Percent,Kansas,Services provided,Skilled nursing,,,,,*,
3,Adult Day Services Center,Percent,Kansas,Services provided,Pharmaceutical,,,,,*,
3,Adult Day Services Center,Percent,Kansas,Services provided,Hospice,,,,,*,
3,Adult Day Services Center,Percent,Kansas,Services provided,Dietary and nutritional,,,,,*,
3,Adult Day Services Center,Percent,Kansas,Dementia care,Specializes in dementia care and only serves users with dementia,,,,,* ^,
3,Adult Day Services Center,Percent,Kansas,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,,,,,*,
4,Adult Day Services Center,Number,Kansas,Number of users,Number of users,433.8,89.3,258.7,608.9,,1
4,Adult Day Services Center,Percent,Kansas,Age,65 and over,59.7,5.3,49.4,70,,
4,Adult Day Services Center,Percent,Kansas,Age,Under 65,40.3,5.3,30,50.6,,
4,Adult Day Services Center,Percent,Kansas,Age,65-74,32.3,3.5,25.5,39.2,,
4,Adult Day Services Center,Percent,Kansas,Age,75-84,20.5,1.9,16.7,24.3,,
4,Adult Day Services Center,Percent,Kansas,Age,85 and over,6.8,1.9,3.1,10.6,,
4,Adult Day Services Center,Percent,Kansas,Sex,Male,47.1,0.7,45.6,48.6,,
4,Adult Day Services Center,Percent,Kansas,Sex,Female,52.9,0.7,51.4,54.4,,
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Hispanic,4.3,0.4,3.5,5.2,,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic White,76.7,1.7,73.4,79.9,,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic Black,16.3,1.6,13.1,19.4,,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic Other,2.7,1.1,0.6,4.9,,4
4,Adult Day Services Center,Percent,Kansas,Medicaid as payer source,Medicaid as payer source,47.5,12.4,23.1,71.8,^,
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Alzheimer disease or other dementias,11.6,2.8,6.2,17.1,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Arthritis,9.9,6.6,-3,22.8,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Asthma,3,2,-0.9,7,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Chronic kidney disease,7.7,5.2,-2.4,17.9,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Chronic obstructive pulmonary disease,5.2,3.4,-1.6,11.9,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Depression,13.3,7.7,-1.8,28.5,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Diabetes,13.3,8,-2.3,29,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Heart disease,9,4.9,-0.6,18.6,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,High blood pressure/hypertension,16.8,10.3,-3.4,36.9,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Diagnosis,Osteoporosis,3,2,-0.9,7,^,"2,3"
4,Adult Day Services Center,Percent,Kansas,Needs assistance in physical functioning,Bathing,65.4,9.5,46.8,84,^,
4,Adult Day Services Center,Percent,Kansas,Needs assistance in physical functioning,Dressing,55.4,7.6,40.4,70.3,^,
4,Adult Day Services Center,Percent,Kansas,Needs assistance in physical functioning,Toileting,60.9,8.6,44.2,77.7,^,
4,Adult Day Services Center,Percent,Kansas,Needs assistance in physical functioning,Walking or locomotion,62.2,4.8,52.9,71.6,^,
4,Adult Day Services Center,Percent,Kansas,Needs assistance in physical functioning,Transferring in and out of a chair/bed,41.6,8.6,24.7,58.4,^,
4,Adult Day Services Center,Percent,Kansas,Needs assistance in physical functioning,Eating,55.8,9.2,37.8,73.8,^,
4,Adult Day Services Center,Percent,Kansas,Adverse Event,Overnight hospital stay,4,1.3,1.4,6.7,^,2
4,Adult Day Services Center,Percent,Kansas,Adverse Event,Emergency department visit,11.9,3.8,4.6,19.3,^,2
4,Adult Day Services Center,Percent,Kansas,Adverse Event,Fall,19.6,7.1,5.7,33.5,^,2
1,Adult Day Services Center,Number,Kentucky,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Kentucky,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Kentucky,Number of providers,Number of providers,241.9,0.8,240.3,243.6,,
1,Residential Care Community,Number,Kentucky,Capacity,Total licensed maximum capacity or total number of beds,12583,453.6,11693.7,13472.4,,1
1,Residential Care Community,Number,Kentucky,Capacity,Average licensed maximum capacity or average number of beds,52,1.9,48.3,55.8,,1
1,Residential Care Community,Number,Kentucky,Number of people served,Daily average,37.7,1.6,34.5,40.9,,2
1,Residential Care Community,Percent,Kentucky,Number of people served,Category 1,39.4,3.6,32.5,46.6,,3
1,Residential Care Community,Percent,Kentucky,Number of people served,Category 2,60.6,3.6,53.4,67.5,,3
1,Residential Care Community,Percent,Kentucky,Number of people served,Category 3,,,,,-,3
1,Residential Care Community,Percent,Kentucky,US Census region,Northeast,,,,,...,
1,Residential Care Community,Percent,Kentucky,US Census region,Midwest,,,,,...,
1,Residential Care Community,Percent,Kentucky,US Census region,South,100,0,,,,
1,Residential Care Community,Percent,Kentucky,US Census region,West,,,,,...,
1,Residential Care Community,Percent,Kentucky,Metropolitan statistical area status,Metropolitan,59.1,4.4,50.2,67.4,,
1,Residential Care Community,Percent,Kentucky,Metropolitan statistical area status,Micropolitan,23.3,3.9,16.5,31.9,,
1,Residential Care Community,Percent,Kentucky,Metropolitan statistical area status,Neither,17.6,3.5,11.7,25.6,,
1,Residential Care Community,Percent,Kentucky,Ownership,For-profit,,,,,*,
1,Residential Care Community,Percent,Kentucky,Ownership,Nonprofit,,,,,*,
1,Residential Care Community,Percent,Kentucky,Ownership,Government and other,,,,,*,
1,Residential Care Community,Percent,Kentucky,Certification,Medicare,,,,,---,
1,Residential Care Community,Percent,Kentucky,Certification,Medicaid,12.3,2.7,7.9,18.7,,
1,Residential Care Community,Percent,Kentucky,Chain affiliated,Chain affiliated,65,4.4,55.9,73.1,,
2,Residential Care Community,Number,Kentucky,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,3985.9,295.6,3406.2,4565.5,,
2,Residential Care Community,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,4.9,0.7,3.5,6.4,,
2,Residential Care Community,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,15.6,2,11.7,19.5,,
2,Residential Care Community,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,Aide,78.5,2.1,74.4,82.6,,
2,Residential Care Community,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,1,0.2,0.6,1.4,,
2,Residential Care Community,Percent,Kentucky,Any employee FTE,Registered nurse,30.5,4.2,22.8,39.4,,
2,Residential Care Community,Percent,Kentucky,Any employee FTE,LPN/LVN,49.4,4.8,40.3,58.7,,
2,Residential Care Community,Percent,Kentucky,Any employee FTE,Aide,89.8,2.9,82.7,94.2,,
2,Residential Care Community,Percent,Kentucky,Any employee FTE,Social Worker,16.5,3.5,10.7,24.4,,
2,Residential Care Community,Percent,Kentucky,Any employee FTE,Activities director,91.2,2.4,85.2,94.9,,
2,Residential Care Community,Ratio,Kentucky,Employee FTE hours per user per day,Registered nurse,,,,,*,
2,Residential Care Community,Ratio,Kentucky,Employee FTE hours per user per day,LPN/LVN,0.7,0.1,0.5,0.9,,
2,Residential Care Community,Ratio,Kentucky,Employee FTE hours per user per day,Aide,4.1,0.4,3.4,4.8,,
2,Residential Care Community,Ratio,Kentucky,Employee FTE hours per user per day,Social Worker,,,,,*,
2,Residential Care Community,Ratio,Kentucky,Employee FTE hours per user per day,Activities director,0.6,0.1,0.4,0.7,,
3,Residential Care Community,Percent,Kentucky,Services provided,Social work,42.9,4.6,34.2,52,,
3,Residential Care Community,Percent,Kentucky,Services provided,Mental health or counseling,56.3,4.6,47.2,65,,
3,Residential Care Community,Percent,Kentucky,Services provided,"Physical, occupational, or speech therapy",72.2,4.2,63.3,79.6,,
3,Residential Care Community,Percent,Kentucky,Services provided,Skilled nursing,46.4,4.6,37.5,55.5,,
3,Residential Care Community,Percent,Kentucky,Services provided,Pharmaceutical,75.9,3.9,67.4,82.7,,
3,Residential Care Community,Percent,Kentucky,Services provided,Hospice,60,4.6,50.8,68.5,,
3,Residential Care Community,Percent,Kentucky,Services provided,Dietary and nutritional,74.8,4.1,66.1,81.9,,
3,Residential Care Community,Percent,Kentucky,Dementia care,Specializes in dementia care and only serves users with dementia,,,,,*,
3,Residential Care Community,Percent,Kentucky,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,28.5,4.3,20.9,37.5,,
4,Residential Care Community,Number,Kentucky,Number of users,Number of users,9116.4,391.8,8348.2,9884.6,,1
4,Residential Care Community,Percent,Kentucky,Age,65 and over,88.6,2.8,83.1,94.1,,
4,Residential Care Community,Percent,Kentucky,Age,Under 65,11.4,2.8,5.9,16.9,,
4,Residential Care Community,Percent,Kentucky,Age,65-74,12.5,1.4,9.8,15.2,,
4,Residential Care Community,Percent,Kentucky,Age,75-84,30.4,2.2,26.1,34.8,,
4,Residential Care Community,Percent,Kentucky,Age,85 and over,45.6,3.1,39.5,51.8,,
4,Residential Care Community,Percent,Kentucky,Sex,Male,29.9,1.9,26.3,33.6,,
4,Residential Care Community,Percent,Kentucky,Sex,Female,70.1,1.9,66.4,73.7,,
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Hispanic,,,,,*,4
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Non-Hispanic White,96.8,0.6,95.7,97.9,,4
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Non-Hispanic Black,2.3,0.5,1.3,3.2,,4
4,Residential Care Community,Percent,Kentucky,Ethnicity and race,Non-Hispanic Other,0.6,0.1,0.4,0.9,,4
4,Residential Care Community,Percent,Kentucky,Medicaid as payer source,Medicaid as payer source,,,,,*,
4,Residential Care Community,Percent,Kentucky,Diagnosis,Alzheimer disease or other dementias,32,2.7,26.6,37.4,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Arthritis,39.4,3.9,31.8,47,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Asthma,7.3,1,5.3,9.3,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Chronic kidney disease,6.6,1.1,4.4,8.7,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Chronic obstructive pulmonary disease,10.5,1.2,8.2,12.9,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Depression,29.2,2.7,24,34.5,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Diabetes,16.1,1.8,12.7,19.6,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Heart disease,32.2,3.2,26,38.4,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,High blood pressure/hypertension,41.3,3.4,34.7,47.9,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Diagnosis,Osteoporosis,16.3,2.2,11.9,20.7,^,"2,3"
4,Residential Care Community,Percent,Kentucky,Needs assistance in physical functioning,Bathing,52,2.8,46.5,57.5,,
4,Residential Care Community,Percent,Kentucky,Needs assistance in physical functioning,Dressing,34.7,2.8,29.1,40.2,,
4,Residential Care Community,Percent,Kentucky,Needs assistance in physical functioning,Toileting,26.7,2.8,21.2,32.1,,
4,Residential Care Community,Percent,Kentucky,Needs assistance in physical functioning,Walking or locomotion,46.4,4,38.7,54.2,,
4,Residential Care Community,Percent,Kentucky,Needs assistance in physical functioning,Transferring in and out of a chair/bed,19.5,2.9,13.7,25.2,,
4,Residential Care Community,Percent,Kentucky,Needs assistance in physical functioning,Eating,10.1,1.3,7.5,12.6,,
4,Residential Care Community,Percent,Kentucky,Adverse Event,Overnight hospital stay,8.6,0.6,7.4,9.8,,2
4,Residential Care Community,Percent,Kentucky,Adverse Event,Emergency department visit,13,1,11,15,,2
4,Residential Care Community,Percent,Kentucky,Adverse Event,Fall,18,1.6,14.8,21.2,,2
1,Adult Day Services Center,Number,Kentucky,Number of providers,Number of providers,82.2,1.2,79.8,84.5,,
1,Adult Day Services Center,Number,Kentucky,Capacity,Total licensed maximum capacity or total number of beds,5057.4,448.4,4177.9,5936.9,,1
1,Adult Day Services Center,Number,Kentucky,Capacity,Average licensed maximum capacity or average number of beds,61.6,5.6,50.6,72.5,,1
1,Adult Day Services Center,Number,Kentucky,Number of people served,Daily average,25.7,3.6,18.6,32.9,,2
1,Adult Day Services Center,Percent,Kentucky,Number of people served,Category 1,,,,,*,3
1,Adult Day Services Center,Percent,Kentucky,Number of people served,Category 2,,,,,*,3
1,Adult Day Services Center,Percent,Kentucky,Number of people served,Category 3,,,,,*,3
1,Adult Day Services Center,Percent,Kentucky,US Census region,Northeast,,,,,...,
1,Adult Day Services Center,Percent,Kentucky,US Census region,Midwest,,,,,...,
1,Adult Day Services Center,Percent,Kentucky,US Census region,South,100,0,,,,
1,Adult Day Services Center,Percent,Kentucky,US Census region,West,,,,,...,
1,Adult Day Services Center,Percent,Kentucky,Metropolitan statistical area status,Metropolitan,,,,,*,
1,Adult Day Services Center,Percent,Kentucky,Metropolitan statistical area status,Micropolitan,23.6,0.3,22.9,24.3,,
1,Adult Day Services Center,Percent,Kentucky,Metropolitan statistical area status,Neither,,,,,*,
1,Adult Day Services Center,Percent,Kentucky,Ownership,For-profit,,,,,*,
1,Adult Day Services Center,Percent,Kentucky,Ownership,Nonprofit,,,,,*,
1,Adult Day Services Center,Percent,Kentucky,Ownership,Government and other,,,,,*,
1,Adult Day Services Center,Percent,Kentucky,Certification,Medicare,,,,,---,
1,Adult Day Services Center,Percent,Kentucky,Certification,Medicaid,86,3.7,77,91.9,,
1,Adult Day Services Center,Percent,Kentucky,Chain affiliated,Chain affiliated,,,,,*,
2,Adult Day Services Center,Number,Kentucky,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,542,43.3,457.1,627,,
2,Adult Day Services Center,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,19.6,2.4,14.9,24.4,,
2,Adult Day Services Center,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,19.5,2,15.7,23.4,,
2,Adult Day Services Center,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,Aide,54.9,3.3,48.5,61.2,,
2,Adult Day Services Center,Ratio,Kentucky,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,6,1,4,8,,
2,Adult Day Services Center,Percent,Kentucky,Any employee FTE,Registered nurse,,,,,*,
2,Adult Day Services Center,Percent,Kentucky,Any employee FTE,LPN/LVN,82,4.8,70.6,89.6,,
2,Adult Day Services Center,Percent,Kentucky,Any employee FTE,Aide,,,,,*,
2,Adult Day Services Center,Percent,Kentucky,Any employee FTE,Social Worker,,,,,*,
